customer_id,acquisition_channel,segment,country,age,device,recency_days,frequency,monetary,avg_order_value,total_margin,return_rate,r_score,f_score,m_score,rfm_total,rfm_segment,predicted_clv,campaign_type,campaign_priority,campaign_action
CUST00495,Email,Mid-Range,UAE,26,Mobile,6,6,788.63,187.56,423.94,33.3,5,3,4,12,Loyal Customers,802.0,Retention,High,Personalised thank-you + early access
CUST00679,Direct,Mid-Range,Canada,63,Mobile,4,6,602.68,121.5,289.59000000000003,16.7,5,4,3,12,Champions,567.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00279,Influencer,Budget,Canada,63,Mobile,32,6,1346.26,241.23,610.02,16.7,4,3,5,12,Loyal Customers,1104.0,Retention,High,Personalised thank-you + early access
CUST00269,Email,Premium,UAE,42,Mobile,33,7,669.2,95.6,283.49,0.0,4,4,4,12,Champions,766.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01108,Paid Social,Mid-Range,USA,54,Tablet,2,6,490.9,81.82,189.27,0.0,5,4,3,12,Champions,547.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01029,Email,Premium,UK,61,Mobile,67,9,765.73,87.3,306.62,11.1,3,5,4,12,Loyal Customers,817.0,Retention,High,Personalised thank-you + early access
CUST00919,Paid Social,Mid-Range,UAE,46,Mobile,22,6,717.48,162.38,269.42,16.7,4,4,4,12,Champions,770.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00252,Paid Social,Mid-Range,Germany,49,Mobile,33,6,959.15,165.0,452.21,16.7,4,3,5,12,Loyal Customers,993.0,Retention,High,Personalised thank-you + early access
CUST00240,Paid Social,Premium,UK,65,Mobile,19,7,646.92,102.12,306.91,14.3,4,4,4,12,Champions,770.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00366,Referral,Premium,Germany,42,Mobile,104,10,1359.27,137.52,608.03,10.0,2,5,5,12,At Risk,1195.0,Win-back,High,Time-limited re-engagement offer
CUST00894,Direct,Mid-Range,UK,52,Desktop,64,7,1336.62,237.12,486.36,28.6,3,4,5,12,Loyal Customers,1080.0,Retention,High,Personalised thank-you + early access
CUST00896,Paid Social,Premium,France,46,Desktop,33,9,607.06,110.79,257.68,33.3,4,5,3,12,Champions,669.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01081,Organic Search,Premium,USA,36,Desktop,29,6,704.48,177.05,260.76,16.7,4,4,4,12,Champions,794.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00853,Email,Mid-Range,Canada,28,Mobile,2,8,486.81,79.86,191.71,12.5,5,4,3,12,Champions,635.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00261,Direct,Premium,UK,48,Mobile,19,7,816.74,141.35,325.34,14.3,4,4,4,12,Champions,827.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00262,Referral,Budget,Australia,37,Desktop,15,6,667.64,121.57,271.59000000000003,16.7,5,3,4,12,Loyal Customers,831.0,Retention,High,Personalised thank-you + early access
CUST00263,Direct,Premium,Nigeria,20,Mobile,47,8,1265.67,161.83,510.96000000000004,12.5,3,4,5,12,Loyal Customers,1086.0,Retention,High,Personalised thank-you + early access
CUST00260,Organic Search,Luxury,USA,21,Mobile,109,12,1236.4,138.28,541.4200000000001,25.0,2,5,5,12,At Risk,1263.0,Win-back,High,Time-limited re-engagement offer
CUST00988,Paid Social,Luxury,Australia,40,Mobile,61,12,848.29,126.1,360.33,33.3,3,5,4,12,Loyal Customers,1069.0,Retention,High,Personalised thank-you + early access
CUST00344,Direct,Luxury,UK,48,Tablet,63,9,655.67,90.31,281.04,22.2,3,5,4,12,Loyal Customers,826.0,Retention,High,Personalised thank-you + early access
CUST01099,Paid Social,Mid-Range,UAE,57,Mobile,28,6,713.74,143.46,212.97000000000003,16.7,4,4,4,12,Champions,746.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01086,Paid Social,Mid-Range,Nigeria,62,Tablet,5,6,474.02,92.38,251.60999999999999,16.7,5,4,3,12,Champions,523.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01087,Email,Premium,France,41,Desktop,16,7,483.33,137.41,158.45,42.9,5,4,3,12,Champions,570.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00170,Influencer,Mid-Range,Australia,57,Desktop,64,7,963.21,180.94,428.73,14.3,3,4,5,12,Loyal Customers,1038.0,Retention,High,Personalised thank-you + early access
CUST00157,Organic Search,Luxury,Canada,56,Desktop,62,8,1000.29,130.74,438.82,12.5,3,4,5,12,Loyal Customers,1047.0,Retention,High,Personalised thank-you + early access
CUST00147,Organic Search,Premium,France,21,Tablet,17,7,563.83,125.25,258.12,28.6,5,4,3,12,Champions,617.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00466,Paid Social,Luxury,USA,26,Mobile,84,11,911.49,136.17,404.65999999999997,36.4,3,5,4,12,Loyal Customers,1002.0,Retention,High,Personalised thank-you + early access
CUST00742,Paid Social,Premium,France,46,Mobile,24,8,680.84,111.42,308.5,25.0,4,4,4,12,Champions,831.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01257,Referral,Mid-Range,Canada,31,Desktop,2,6,463.66,96.24,135.97,33.3,5,4,3,12,Champions,538.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01258,Paid Social,Premium,France,63,Mobile,46,8,660.29,103.76,302.37,12.5,3,5,4,12,Loyal Customers,787.0,Retention,High,Personalised thank-you + early access
CUST00710,Email,Mid-Range,Australia,57,Desktop,27,7,761.1,118.9,338.58000000000004,14.3,4,4,4,12,Champions,765.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00714,Organic Search,Premium,Nigeria,26,Mobile,55,8,1256.38,157.05,665.1600000000001,0.0,3,4,5,12,Loyal Customers,1109.0,Retention,High,Personalised thank-you + early access
CUST01300,Paid Social,Budget,UK,49,Mobile,16,5,742.42,173.33,359.62,20.0,5,3,4,12,Loyal Customers,769.0,Retention,High,Personalised thank-you + early access
CUST00168,Paid Social,Mid-Range,France,18,Desktop,6,6,649.13,117.61,364.73,16.7,5,3,4,12,Loyal Customers,773.0,Retention,High,Personalised thank-you + early access
CUST00704,Paid Social,Mid-Range,USA,47,Desktop,26,5,1018.5,236.22,411.37,20.0,4,3,5,12,Loyal Customers,1007.0,Retention,High,Personalised thank-you + early access
CUST00695,Referral,Mid-Range,USA,28,Desktop,65,6,1076.17,179.36,414.68,0.0,3,4,5,12,Loyal Customers,1038.0,Retention,High,Personalised thank-you + early access
CUST01263,Referral,Mid-Range,Canada,64,Tablet,17,5,820.69,164.14,380.86,0.0,5,3,4,12,Loyal Customers,855.0,Retention,High,Personalised thank-you + early access
CUST00789,Paid Social,Premium,Australia,46,Mobile,14,5,914.01,195.91,504.27000000000004,20.0,5,3,4,12,Loyal Customers,799.0,Retention,High,Personalised thank-you + early access
CUST00781,Influencer,Luxury,UK,58,Tablet,78,8,1069.7,144.19,408.55,12.5,3,4,5,12,Loyal Customers,1069.0,Retention,High,Personalised thank-you + early access
CUST00765,Email,Premium,Australia,34,Mobile,4,6,581.92,145.02,215.32,50.0,5,4,3,12,Champions,487.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01247,Referral,Premium,Australia,55,Mobile,151,8,961.15,120.14,403.47,0.0,2,5,5,12,At Risk,1051.0,Win-back,High,Time-limited re-engagement offer
CUST00715,Paid Social,Premium,Australia,33,Desktop,65,8,1524.0,195.04,640.54,12.5,3,4,5,12,Loyal Customers,1129.0,Retention,High,Personalised thank-you + early access
CUST00817,Referral,Premium,France,31,Desktop,43,7,874.96,165.43,309.3,14.3,4,4,4,12,Champions,907.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00859,Paid Social,Mid-Range,Australia,63,Desktop,4,6,586.82,141.2,306.53,50.0,5,4,3,12,Champions,511.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00846,Email,Budget,UK,65,Mobile,85,6,1019.92,192.76,416.39,16.7,3,4,5,12,Loyal Customers,943.0,Retention,High,Personalised thank-you + early access
CUST01150,Paid Social,Budget,USA,26,Mobile,13,5,818.6,163.72,314.52,0.0,5,3,4,12,Loyal Customers,801.0,Retention,High,Personalised thank-you + early access
CUST01151,Organic Search,Mid-Range,Nigeria,65,Mobile,7,5,738.47,166.01,316.37,20.0,5,3,4,12,Loyal Customers,763.0,Retention,High,Personalised thank-you + early access
CUST00830,Organic Search,Premium,UAE,45,Mobile,42,7,863.85,142.71,430.79999999999995,28.6,4,4,4,12,Champions,796.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00822,Paid Social,Luxury,UK,65,Desktop,106,11,1210.17,116.77,587.9,9.1,2,5,5,12,At Risk,1195.0,Win-back,High,Time-limited re-engagement offer
CUST00826,Organic Search,Premium,Canada,39,Mobile,75,8,1317.69,185.86,563.44,12.5,3,4,5,12,Loyal Customers,1122.0,Retention,High,Personalised thank-you + early access
CUST00451,Organic Search,Premium,USA,29,Mobile,68,11,817.59,138.57,343.96000000000004,36.4,3,5,4,12,Loyal Customers,1007.0,Retention,High,Personalised thank-you + early access
CUST00236,Paid Social,Mid-Range,USA,60,Mobile,65,7,2265.66,323.67,1007.55,0.0,3,4,5,12,Loyal Customers,1260.0,Retention,High,Personalised thank-you + early access
CUST00208,Influencer,Luxury,Nigeria,37,Mobile,69,8,1343.81,167.98,535.65,0.0,3,4,5,12,Loyal Customers,1128.0,Retention,High,Personalised thank-you + early access
CUST01163,Email,Mid-Range,Germany,22,Tablet,13,6,620.92,109.33,290.33000000000004,16.7,5,4,3,12,Champions,516.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00915,Paid Social,Luxury,Germany,20,Desktop,57,7,1016.99,168.38,411.38,14.3,3,4,5,12,Loyal Customers,1012.0,Retention,High,Personalised thank-you + early access
CUST00396,Organic Search,Budget,Germany,51,Mobile,17,6,817.05,145.24,409.3,16.7,5,3,4,12,Loyal Customers,818.0,Retention,High,Personalised thank-you + early access
CUST00386,Paid Social,Luxury,Canada,44,Mobile,161,10,1139.28,131.55,409.2,10.0,2,5,5,12,At Risk,1143.0,Win-back,High,Time-limited re-engagement offer
CUST00379,Organic Search,Mid-Range,Germany,49,Desktop,61,8,1223.95,152.99,620.28,0.0,3,4,5,12,Loyal Customers,1106.0,Retention,High,Personalised thank-you + early access
CUST01127,Paid Social,Premium,Australia,60,Mobile,10,5,700.97,202.03,371.78999999999996,40.0,5,3,4,12,Loyal Customers,761.0,Retention,High,Personalised thank-you + early access
CUST01128,Paid Social,Mid-Range,UK,28,Desktop,7,7,477.86,91.99,194.44,28.6,5,4,3,12,Champions,568.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01119,Organic Search,Mid-Range,France,55,Desktop,5,7,592.39,112.03,262.07,28.6,5,4,3,12,Champions,600.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00453,Referral,Budget,UK,32,Mobile,29,5,964.46,204.96,538.95,20.0,4,3,5,12,Loyal Customers,1014.0,Retention,High,Personalised thank-you + early access
CUST00759,Direct,Budget,Australia,62,Mobile,15,6,461.86,129.1,207.05,50.0,5,4,3,12,Champions,501.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00201,Paid Social,Mid-Range,Germany,19,Desktop,83,7,1378.55,210.88,614.3199999999999,14.3,3,4,5,12,Loyal Customers,1073.0,Retention,High,Personalised thank-you + early access
CUST00808,Paid Social,Premium,France,22,Desktop,8,6,518.59,95.51,300.71,16.7,5,4,3,12,Champions,525.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00178,Direct,Mid-Range,Australia,57,Desktop,20,8,740.86,136.93,336.41,25.0,4,4,4,12,Champions,871.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01215,Organic Search,Mid-Range,UAE,53,Desktop,83,7,1249.08,178.44,479.31000000000006,0.0,3,4,5,12,Loyal Customers,1068.0,Retention,High,Personalised thank-you + early access
CUST01211,Organic Search,Budget,USA,50,Mobile,27,5,1054.24,210.85,405.99,0.0,4,3,5,12,Loyal Customers,1023.0,Retention,High,Personalised thank-you + early access
CUST00766,Email,Budget,Germany,26,Desktop,22,6,740.21,168.2,299.36,33.3,4,4,4,12,Champions,710.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00757,Paid Social,Luxury,UAE,20,Desktop,23,8,808.26,116.49,358.52,25.0,4,4,4,12,Champions,837.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00760,Paid Social,Premium,Australia,61,Mobile,30,7,909.8,129.97,407.73,0.0,4,4,4,12,Champions,842.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00763,Influencer,Budget,UK,42,Desktop,27,6,754.37,125.73,305.90999999999997,0.0,4,4,4,12,Champions,766.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00490,Organic Search,Premium,Nigeria,26,Mobile,3,9,324.61,73.9,146.66,33.3,5,5,2,12,Champions,467.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00175,Paid Social,Mid-Range,UK,26,Mobile,2,4,925.51,241.38,401.26,25.0,5,2,5,12,New Customers,990.0,Onboarding,Medium,Welcome series — product education
CUST00424,Organic Search,Mid-Range,Nigeria,65,Tablet,71,7,1646.32,235.19,751.27,0.0,3,4,5,12,Loyal Customers,1145.0,Retention,High,Personalised thank-you + early access
CUST00428,Referral,Mid-Range,France,60,Mobile,43,8,763.12,107.88,316.91999999999996,25.0,4,4,4,12,Champions,881.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00420,Direct,Premium,USA,18,Mobile,36,5,927.22,220.3,420.16999999999996,20.0,4,3,5,12,Loyal Customers,989.0,Retention,High,Personalised thank-you + early access
CUST01189,Paid Social,Mid-Range,Canada,59,Mobile,42,7,660.91,168.22,250.55,42.9,4,4,4,12,Champions,795.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00611,Paid Social,Mid-Range,France,47,Mobile,11,6,760.54,126.76,296.69,0.0,5,3,4,12,Loyal Customers,827.0,Retention,High,Personalised thank-you + early access
CUST00597,Paid Social,Mid-Range,Canada,18,Desktop,10,7,464.3,92.14,244.75,28.6,5,4,3,12,Champions,567.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00604,Direct,Mid-Range,Canada,44,Mobile,65,7,976.62,150.32,482.43,14.3,3,4,5,12,Loyal Customers,995.0,Retention,High,Personalised thank-you + early access
CUST00059,Paid Social,Mid-Range,France,35,Mobile,5,7,587.58,138.19,256.86,14.3,5,4,3,12,Champions,664.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00558,Referral,Luxury,Australia,35,Desktop,141,15,1739.84,152.75,803.48,20.0,2,5,5,12,At Risk,1571.0,Win-back,High,Time-limited re-engagement offer
CUST01453,Paid Social,Mid-Range,UK,26,Mobile,29,6,679.35,121.79,332.33,16.7,4,4,4,12,Champions,714.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01400,Email,Premium,Nigeria,31,Mobile,30,6,866.91,159.98,359.03,33.3,4,4,4,12,Champions,700.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01401,Organic Search,Premium,Nigeria,59,Mobile,76,7,1001.17,167.08,425.11,28.6,3,4,5,12,Loyal Customers,985.0,Retention,High,Personalised thank-you + early access
CUST00615,Direct,Mid-Range,France,25,Mobile,43,6,926.36,202.54,444.96000000000004,16.7,4,3,5,12,Loyal Customers,1049.0,Retention,High,Personalised thank-you + early access
CUST00606,Organic Search,Premium,USA,55,Mobile,48,9,722.59,89.74,374.58,11.1,3,5,4,12,Loyal Customers,849.0,Retention,High,Personalised thank-you + early access
CUST00316,Paid Social,Mid-Range,Germany,55,Desktop,6,7,573.36,144.37,285.14,28.6,5,4,3,12,Champions,640.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00593,Paid Social,Luxury,Canada,25,Mobile,125,12,1386.61,138.48,621.09,25.0,2,5,5,12,At Risk,1262.0,Win-back,High,Time-limited re-engagement offer
CUST00574,Email,Premium,Nigeria,31,Tablet,14,8,478.29,92.28,238.44,12.5,5,4,3,12,Champions,654.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01373,Email,Budget,Canada,27,Desktop,4,5,762.03,213.17,332.08,20.0,5,3,4,12,Loyal Customers,792.0,Retention,High,Personalised thank-you + early access
CUST01368,Referral,Mid-Range,Australia,51,Mobile,101,8,1046.55,147.87,498.54,12.5,2,5,5,12,At Risk,1054.0,Win-back,High,Time-limited re-engagement offer
CUST01372,Referral,Mid-Range,France,51,Mobile,51,8,904.24,113.03,330.0,0.0,3,5,4,12,Loyal Customers,879.0,Retention,High,Personalised thank-you + early access
CUST01360,Organic Search,Mid-Range,France,39,Mobile,52,7,1165.5,190.7,602.02,14.3,3,4,5,12,Loyal Customers,1047.0,Retention,High,Personalised thank-you + early access
CUST01013,Direct,Mid-Range,USA,52,Desktop,18,8,479.68,85.94,202.0,37.5,4,5,3,12,Champions,554.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01014,Email,Mid-Range,USA,57,Mobile,39,6,792.83,149.94,338.51,33.3,4,4,4,12,Champions,689.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01018,Paid Social,Mid-Range,Nigeria,37,Mobile,20,7,669.06,122.51,351.78999999999996,14.3,4,4,4,12,Champions,796.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00517,Email,Premium,Australia,21,Mobile,61,9,837.89,139.56,391.86,22.2,3,5,4,12,Loyal Customers,859.0,Retention,High,Personalised thank-you + early access
CUST00507,Email,Mid-Range,UK,31,Mobile,27,8,850.15,148.28,352.95,50.0,4,4,4,12,Champions,795.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01327,Email,Mid-Range,Nigeria,49,Mobile,10,6,518.88,99.4,199.46,16.7,5,4,3,12,Champions,504.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01328,Paid Social,Budget,Canada,45,Mobile,27,5,1197.18,239.44,617.9300000000001,0.0,4,3,5,12,Loyal Customers,1058.0,Retention,High,Personalised thank-you + early access
CUST01319,Email,Luxury,UK,63,Mobile,125,13,1413.22,151.54,672.29,23.1,2,5,5,12,At Risk,1334.0,Win-back,High,Time-limited re-engagement offer
CUST00682,Organic Search,Mid-Range,Australia,25,Mobile,33,7,854.2,153.89,343.15,14.3,4,4,4,12,Champions,843.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00671,Organic Search,Mid-Range,Australia,37,Desktop,13,7,516.25,106.82,255.02,28.6,5,4,3,12,Champions,593.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00672,Direct,Mid-Range,UAE,56,Mobile,14,5,784.1,156.82,312.23,0.0,5,3,4,12,Loyal Customers,798.0,Retention,High,Personalised thank-you + early access
CUST00674,Email,Premium,Germany,61,Mobile,47,12,703.84,94.51,361.78000000000003,41.7,3,5,4,12,Loyal Customers,978.0,Retention,High,Personalised thank-you + early access
CUST01295,Email,Premium,Germany,27,Tablet,47,6,1010.71,179.16,547.1899999999999,16.7,3,4,5,12,Loyal Customers,917.0,Retention,High,Personalised thank-you + early access
CUST01395,Paid Social,Premium,Canada,24,Desktop,7,8,295.04,129.22,148.82,37.5,5,5,2,12,Champions,454.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01325,Email,Mid-Range,Canada,28,Desktop,21,8,517.46,76.86,243.88,25.0,4,5,3,12,Champions,537.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01446,Email,Premium,Australia,36,Desktop,75,8,700.5,106.43,272.23,12.5,3,5,4,12,Loyal Customers,764.0,Retention,High,Personalised thank-you + early access
CUST01448,Referral,Mid-Range,France,44,Mobile,69,6,1011.4,168.57,453.17,0.0,3,4,5,12,Loyal Customers,1025.0,Retention,High,Personalised thank-you + early access
CUST01443,Organic Search,Luxury,USA,65,Mobile,99,8,1049.38,131.17,516.37,0.0,2,5,5,12,At Risk,1014.0,Win-back,High,Time-limited re-engagement offer
CUST01311,Paid Social,Premium,Canada,35,Mobile,116,8,1090.55,160.75,545.51,12.5,2,5,5,12,At Risk,1021.0,Win-back,High,Time-limited re-engagement offer
CUST01304,Organic Search,Budget,USA,25,Mobile,9,6,543.47,155.38,263.2,33.3,5,4,3,12,Champions,572.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01423,Organic Search,Luxury,Nigeria,32,Mobile,135,9,781.33,113.76,313.96000000000004,11.1,2,5,4,11,At Risk,883.0,Win-back,High,Time-limited re-engagement offer
CUST01322,Paid Social,Luxury,Canada,37,Desktop,259,10,945.24,134.75,412.53,20.0,1,5,5,11,At Risk,1126.0,Win-back,High,Time-limited re-engagement offer
CUST01324,Organic Search,Mid-Range,UAE,55,Desktop,25,5,807.75,217.13,428.7,40.0,4,3,4,11,Loyal Customers,780.0,Retention,High,Personalised thank-you + early access
CUST01396,Email,Premium,Canada,44,Tablet,28,6,446.32,118.91,217.67,33.3,4,4,3,11,Champions,486.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00095,Organic Search,Premium,Germany,49,Desktop,44,5,675.14,135.03,306.44,0.0,4,3,4,11,Loyal Customers,763.0,Retention,High,Personalised thank-you + early access
CUST00109,Paid Social,Premium,Australia,35,Mobile,49,9,603.51,173.11,285.34,55.6,3,5,3,11,Loyal Customers,695.0,Retention,High,Personalised thank-you + early access
CUST01341,Referral,Mid-Range,UK,54,Mobile,7,5,465.34,131.99,233.26,20.0,5,3,3,11,Loyal Customers,605.0,Retention,High,Personalised thank-you + early access
CUST01340,Email,Mid-Range,USA,62,Desktop,27,6,474.18,138.96,172.73,66.7,4,4,3,11,Champions,437.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01329,Paid Social,Luxury,Nigeria,49,Mobile,11,7,375.49,105.77,176.72,42.9,5,4,2,11,Champions,396.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00664,Organic Search,Premium,UAE,38,Mobile,58,7,732.69,161.45,389.05,42.9,3,4,4,11,Loyal Customers,782.0,Retention,High,Personalised thank-you + early access
CUST00133,Email,Budget,UAE,43,Desktop,16,6,511.62,129.33,212.95000000000002,33.3,5,3,3,11,Loyal Customers,566.0,Retention,High,Personalised thank-you + early access
CUST00138,Direct,Premium,France,56,Desktop,93,11,892.4,148.67,391.11,36.4,2,5,4,11,At Risk,1019.0,Win-back,High,Time-limited re-engagement offer
CUST00140,Referral,Mid-Range,Canada,21,Mobile,61,6,947.34,157.89,392.86,0.0,3,3,5,11,Loyal Customers,1068.0,Retention,High,Personalised thank-you + early access
CUST00523,Paid Social,Mid-Range,Canada,48,Desktop,15,7,335.57,154.41,155.83,42.9,5,4,2,11,Champions,463.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00510,Email,Premium,Australia,27,Mobile,112,8,1250.05,187.06,554.3,12.5,2,4,5,11,At Risk,1088.0,Win-back,High,Time-limited re-engagement offer
CUST01011,Email,Luxury,USA,53,Mobile,115,14,685.01,115.89,328.16,42.9,2,5,4,11,At Risk,1154.0,Win-back,High,Time-limited re-engagement offer
CUST01012,Referral,Mid-Range,Canada,28,Mobile,112,8,776.17,97.02,376.94,0.0,2,5,4,11,At Risk,855.0,Win-back,High,Time-limited re-engagement offer
CUST00327,Direct,Mid-Range,Australia,41,Desktop,68,7,880.94,134.12,392.47,14.3,3,4,4,11,Loyal Customers,814.0,Retention,High,Personalised thank-you + early access
CUST00315,Email,Budget,UK,50,Mobile,38,5,677.46,163.75,251.69000000000003,40.0,4,3,4,11,Loyal Customers,676.0,Retention,High,Personalised thank-you + early access
CUST00575,Referral,Mid-Range,Nigeria,52,Desktop,28,6,865.26,171.11,384.87,33.3,4,3,4,11,Loyal Customers,855.0,Retention,High,Personalised thank-you + early access
CUST00565,Influencer,Budget,Australia,23,Desktop,1,4,700.54,223.99,294.93,25.0,5,2,4,11,New Customers,814.0,Onboarding,Medium,Welcome series — product education
CUST01482,Organic Search,Mid-Range,Germany,65,Desktop,39,5,662.96,132.59,277.07,0.0,4,3,4,11,Loyal Customers,760.0,Retention,High,Personalised thank-you + early access
CUST01484,Influencer,Budget,Canada,63,Mobile,85,6,735.53,122.59,313.15999999999997,0.0,3,4,4,11,Loyal Customers,762.0,Retention,High,Personalised thank-you + early access
CUST00591,Email,Mid-Range,USA,47,Mobile,46,7,473.5,90.99,221.03,14.3,4,4,3,11,Champions,570.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00076,Organic Search,Premium,Canada,20,Mobile,44,6,642.5,139.0,307.52,16.7,4,3,4,11,Loyal Customers,803.0,Retention,High,Personalised thank-you + early access
CUST00065,Organic Search,Premium,UK,30,Mobile,163,7,1206.69,172.38,478.85,0.0,2,4,5,11,At Risk,1060.0,Win-back,High,Time-limited re-engagement offer
CUST00067,Influencer,Premium,Germany,31,Mobile,101,8,1030.82,147.23,496.79,12.5,2,4,5,11,At Risk,1067.0,Win-back,High,Time-limited re-engagement offer
CUST00848,Paid Social,Budget,France,38,Mobile,14,5,469.68,159.84,201.32,40.0,5,3,3,11,Loyal Customers,544.0,Retention,High,Personalised thank-you + early access
CUST01198,Email,Budget,Nigeria,59,Mobile,64,6,702.47,125.22,290.48,16.7,3,4,4,11,Loyal Customers,690.0,Retention,High,Personalised thank-you + early access
CUST01204,Organic Search,Mid-Range,UAE,20,Desktop,4,6,265.61,119.29,117.11,50.0,5,4,2,11,Champions,324.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01193,Email,Mid-Range,Australia,44,Mobile,98,8,703.47,160.0,326.84,37.5,2,5,4,11,At Risk,774.0,Win-back,High,Time-limited re-engagement offer
CUST00492,Paid Social,Budget,UK,35,Mobile,20,4,1091.64,318.41,480.61,25.0,4,2,5,11,New Customers,1090.0,Onboarding,Medium,Welcome series — product education
CUST00194,Influencer,Mid-Range,Canada,60,Desktop,68,7,718.82,174.71,288.52,28.6,3,4,4,11,Loyal Customers,839.0,Retention,High,Personalised thank-you + early access
CUST00173,Email,Premium,Canada,21,Mobile,69,12,503.1,130.86,235.1,58.3,3,5,3,11,Loyal Customers,830.0,Retention,High,Personalised thank-you + early access
CUST00174,Paid Social,Mid-Range,UAE,31,Desktop,122,7,1249.76,178.54,612.2,0.0,2,4,5,11,At Risk,1060.0,Win-back,High,Time-limited re-engagement offer
CUST01218,Referral,Premium,Germany,47,Tablet,95,8,840.94,146.91,405.56,12.5,2,5,4,11,At Risk,893.0,Win-back,High,Time-limited re-engagement offer
CUST00768,Email,Mid-Range,Canada,28,Mobile,33,8,435.39,95.94,244.21,37.5,4,4,3,11,Champions,595.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00772,Influencer,Mid-Range,France,39,Desktop,43,8,530.55,115.61,207.95,25.0,4,4,3,11,Champions,687.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01231,Direct,Budget,Nigeria,45,Desktop,67,6,644.25,138.35,351.29,16.7,3,4,4,11,Loyal Customers,740.0,Retention,High,Personalised thank-you + early access
CUST00191,Direct,Premium,Canada,33,Mobile,54,7,745.74,170.93,314.03,28.6,3,4,4,11,Loyal Customers,829.0,Retention,High,Personalised thank-you + early access
CUST00806,Email,Budget,France,18,Mobile,28,6,528.55,143.88,257.69,33.3,4,4,3,11,Champions,518.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
