campaign_id,customer_id,campaign_type,send_date,send_month,opened,clicked,converted,revenue_generated,campaign_cost,roi_pct,segment
CAMP0000994,CUST00132,SMS,2022-12-24,2022-12,1,1,0,0,106.33,-100.0,Mid-Range
CAMP0000995,CUST00132,Display Ad,2023-05-30,2023-05,0,0,0,0,660.55,-100.0,Mid-Range
CAMP0000996,CUST00132,Display Ad,2022-09-26,2022-09,1,0,0,0,339.49,-100.0,Mid-Range
CAMP0000997,CUST00132,Influencer,2024-02-08,2024-02,0,0,0,0,1580.53,-100.0,Mid-Range
CAMP0000998,CUST00132,Influencer,2023-01-27,2023-01,0,0,0,0,594.63,-100.0,Mid-Range
CAMP0000999,CUST00133,Paid Social,2023-07-22,2023-07,1,1,1,63.65,1637.06,-96.1,Budget
CAMP0001000,CUST00133,Influencer,2024-03-13,2024-03,0,0,0,0,662.17,-100.0,Budget
CAMP0001001,CUST00133,Paid Social,2023-06-12,2023-06,0,0,0,0,709.42,-100.0,Budget
CAMP0001002,CUST00133,Influencer,2023-07-23,2023-07,0,0,0,0,1328.03,-100.0,Budget
CAMP0001003,CUST00133,SMS,2023-11-18,2023-11,1,0,0,0,44.94,-100.0,Budget
CAMP0001004,CUST00133,Email,2024-01-04,2024-01,0,0,0,0,53.69,-100.0,Budget
CAMP0001005,CUST00133,Paid Social,2023-11-12,2023-11,0,0,0,0,1615.16,-100.0,Budget
CAMP0001006,CUST00133,Push Notification,2023-07-15,2023-07,1,0,0,0,29.85,-100.0,Budget
CAMP0001007,CUST00133,Email,2023-06-10,2023-06,1,1,0,0,26.23,-100.0,Budget
CAMP0001008,CUST00133,Paid Social,2023-11-21,2023-11,0,0,0,0,1638.16,-100.0,Budget
CAMP0001009,CUST00133,SMS,2023-06-25,2023-06,0,0,0,0,94.33,-100.0,Budget
CAMP0001010,CUST00133,Paid Social,2023-11-15,2023-11,0,0,0,0,2214.53,-100.0,Budget
CAMP0001011,CUST00134,Display Ad,2024-03-19,2024-03,0,0,0,0,605.06,-100.0,Mid-Range
CAMP0001012,CUST00134,Email,2022-12-14,2022-12,0,0,0,0,41.9,-100.0,Mid-Range
CAMP0001013,CUST00134,Influencer,2022-05-07,2022-05,0,0,0,0,1101.2,-100.0,Mid-Range
CAMP0001014,CUST00135,Email,2023-07-18,2023-07,1,1,0,0,41.14,-100.0,Premium
CAMP0001015,CUST00135,Paid Social,2023-02-06,2023-02,0,0,0,0,1829.79,-100.0,Premium
CAMP0001016,CUST00135,Email,2023-03-17,2023-03,0,0,0,0,38.1,-100.0,Premium
CAMP0001017,CUST00135,Push Notification,2023-07-30,2023-07,1,0,0,0,18.71,-100.0,Premium
CAMP0001018,CUST00135,Paid Social,2023-05-02,2023-05,0,0,0,0,1459.77,-100.0,Premium
CAMP0001019,CUST00135,Paid Social,2023-09-28,2023-09,0,0,0,0,2316.88,-100.0,Premium
CAMP0001020,CUST00135,Push Notification,2023-06-12,2023-06,0,0,0,0,13.07,-100.0,Premium
CAMP0001021,CUST00135,SMS,2023-07-19,2023-07,1,1,0,0,99.55,-100.0,Premium
CAMP0001022,CUST00135,Push Notification,2023-12-24,2023-12,0,0,0,0,17.11,-100.0,Premium
CAMP0001023,CUST00135,Email,2023-07-16,2023-07,0,0,0,0,34.72,-100.0,Premium
CAMP0001024,CUST00135,Paid Social,2023-06-19,2023-06,0,0,0,0,1510.36,-100.0,Premium
CAMP0001025,CUST00136,Influencer,2024-03-08,2024-03,0,0,0,0,732.55,-100.0,Budget
CAMP0001026,CUST00136,Influencer,2023-10-14,2023-10,1,1,1,146.04,480.23,-69.6,Budget
CAMP0001027,CUST00136,Email,2024-01-17,2024-01,0,0,0,0,24.84,-100.0,Budget
CAMP0001028,CUST00136,Paid Social,2023-10-13,2023-10,0,0,0,0,1230.66,-100.0,Budget
CAMP0001029,CUST00136,Email,2022-12-08,2022-12,0,0,0,0,17.84,-100.0,Budget
CAMP0001030,CUST00136,Paid Social,2023-05-28,2023-05,0,0,0,0,982.03,-100.0,Budget
CAMP0001031,CUST00136,Push Notification,2023-04-07,2023-04,0,0,0,0,29.57,-100.0,Budget
CAMP0001032,CUST00136,Paid Social,2022-05-31,2022-05,1,0,0,0,1846.53,-100.0,Budget
CAMP0001033,CUST00136,Push Notification,2022-09-21,2022-09,0,0,0,0,13.24,-100.0,Budget
CAMP0001034,CUST00136,Email,2023-08-27,2023-08,0,0,0,0,59.4,-100.0,Budget
CAMP0001035,CUST00136,Email,2024-03-19,2024-03,1,0,0,0,40.55,-100.0,Budget
CAMP0001036,CUST00137,Email,2023-05-20,2023-05,1,1,0,0,22.49,-100.0,Premium
CAMP0001037,CUST00137,Paid Social,2023-01-26,2023-01,0,0,0,0,1787.12,-100.0,Premium
CAMP0001038,CUST00137,Push Notification,2023-07-11,2023-07,0,0,0,0,23.86,-100.0,Premium
CAMP0001039,CUST00137,Email,2024-01-03,2024-01,1,0,0,0,23.54,-100.0,Premium
CAMP0001040,CUST00137,Push Notification,2023-05-05,2023-05,0,0,0,0,15.59,-100.0,Premium
CAMP0001041,CUST00137,SMS,2024-03-20,2024-03,1,0,0,0,41.55,-100.0,Premium
CAMP0001042,CUST00137,Email,2023-02-26,2023-02,0,0,0,0,39.6,-100.0,Premium
CAMP0001043,CUST00137,Display Ad,2023-05-25,2023-05,0,0,0,0,943.36,-100.0,Premium
CAMP0001044,CUST00137,SMS,2023-04-12,2023-04,1,0,0,0,56.82,-100.0,Premium
CAMP0001045,CUST00137,Display Ad,2023-12-01,2023-12,0,0,0,0,954.45,-100.0,Premium
CAMP0001046,CUST00137,Display Ad,2023-08-05,2023-08,0,0,0,0,363.44,-100.0,Premium
CAMP0001047,CUST00137,Influencer,2023-08-11,2023-08,0,0,0,0,702.03,-100.0,Premium
CAMP0001048,CUST00138,Push Notification,2023-04-24,2023-04,0,0,0,0,19.62,-100.0,Premium
CAMP0001049,CUST00138,Influencer,2022-11-20,2022-11,0,0,0,0,1382.22,-100.0,Premium
CAMP0001050,CUST00138,Push Notification,2023-08-05,2023-08,0,0,0,0,29.56,-100.0,Premium
CAMP0001051,CUST00138,Push Notification,2024-02-11,2024-02,0,0,0,0,9.4,-100.0,Premium
CAMP0001052,CUST00139,Influencer,2024-01-11,2024-01,1,1,1,76.97,1149.65,-93.3,Budget
CAMP0001053,CUST00139,Push Notification,2023-12-02,2023-12,0,0,0,0,28.08,-100.0,Budget
CAMP0001054,CUST00139,Influencer,2023-09-14,2023-09,0,0,0,0,1064.96,-100.0,Budget
CAMP0001055,CUST00139,Push Notification,2024-01-06,2024-01,0,0,0,0,16.5,-100.0,Budget
CAMP0001056,CUST00139,Influencer,2023-08-11,2023-08,1,0,0,0,1246.25,-100.0,Budget
CAMP0001057,CUST00139,Email,2023-09-06,2023-09,0,0,0,0,29.72,-100.0,Budget
CAMP0001058,CUST00140,Push Notification,2023-10-05,2023-10,1,0,0,0,18.39,-100.0,Mid-Range
CAMP0001059,CUST00140,Email,2023-08-26,2023-08,0,0,0,0,27.84,-100.0,Mid-Range
CAMP0001060,CUST00140,Push Notification,2023-07-26,2023-07,0,0,0,0,8.7,-100.0,Mid-Range
CAMP0001061,CUST00141,Push Notification,2024-03-07,2024-03,0,0,0,0,9.31,-100.0,Mid-Range
CAMP0001062,CUST00141,Paid Social,2023-06-21,2023-06,1,0,0,0,1012.17,-100.0,Mid-Range
CAMP0001063,CUST00141,Paid Social,2024-01-19,2024-01,0,0,0,0,2273.29,-100.0,Mid-Range
CAMP0001064,CUST00141,Influencer,2024-02-28,2024-02,0,0,0,0,1514.9,-100.0,Mid-Range
CAMP0001065,CUST00141,Paid Social,2023-10-04,2023-10,0,0,0,0,1242.86,-100.0,Mid-Range
CAMP0001066,CUST00141,Email,2024-01-08,2024-01,0,0,0,0,32.32,-100.0,Mid-Range
CAMP0001067,CUST00141,Email,2023-03-08,2023-03,0,0,0,0,24.9,-100.0,Mid-Range
CAMP0001068,CUST00142,SMS,2024-02-09,2024-02,0,0,0,0,106.61,-100.0,Budget
CAMP0001069,CUST00142,Paid Social,2023-02-16,2023-02,0,0,0,0,1680.1,-100.0,Budget
CAMP0001070,CUST00142,Paid Social,2024-03-02,2024-03,0,0,0,0,908.03,-100.0,Budget
CAMP0001071,CUST00142,SMS,2023-09-21,2023-09,0,0,0,0,73.25,-100.0,Budget
CAMP0001072,CUST00142,SMS,2023-08-06,2023-08,0,0,0,0,84.33,-100.0,Budget
CAMP0001073,CUST00142,Paid Social,2023-04-14,2023-04,0,0,0,0,1455.47,-100.0,Budget
CAMP0001074,CUST00143,Paid Social,2022-10-04,2022-10,0,0,0,0,2195.92,-100.0,Mid-Range
CAMP0001075,CUST00143,SMS,2023-02-20,2023-02,0,0,0,0,107.71,-100.0,Mid-Range
CAMP0001076,CUST00143,Email,2023-10-20,2023-10,0,0,0,0,30.37,-100.0,Mid-Range
CAMP0001077,CUST00143,Email,2022-08-09,2022-08,0,0,0,0,52.14,-100.0,Mid-Range
CAMP0001078,CUST00143,Influencer,2023-01-28,2023-01,0,0,0,0,954.52,-100.0,Mid-Range
CAMP0001079,CUST00143,Paid Social,2023-08-22,2023-08,0,0,0,0,1015.87,-100.0,Mid-Range
CAMP0001080,CUST00144,Paid Social,2023-06-26,2023-06,0,0,0,0,1408.23,-100.0,Budget
CAMP0001081,CUST00144,Influencer,2023-09-08,2023-09,0,0,0,0,753.22,-100.0,Budget
CAMP0001082,CUST00144,Email,2023-12-28,2023-12,1,0,0,0,56.86,-100.0,Budget
CAMP0001083,CUST00144,Email,2023-12-24,2023-12,1,0,0,0,30.07,-100.0,Budget
CAMP0001084,CUST00145,Email,2023-12-11,2023-12,0,0,0,0,44.39,-100.0,Budget
CAMP0001085,CUST00145,SMS,2023-12-16,2023-12,0,0,0,0,86.76,-100.0,Budget
CAMP0001086,CUST00145,Push Notification,2024-02-12,2024-02,0,0,0,0,22.79,-100.0,Budget
CAMP0001087,CUST00146,Email,2023-08-18,2023-08,1,0,0,0,42.84,-100.0,Mid-Range
CAMP0001088,CUST00146,Email,2023-07-15,2023-07,1,0,0,0,59.41,-100.0,Mid-Range
CAMP0001089,CUST00146,Paid Social,2023-03-17,2023-03,0,0,0,0,1950.86,-100.0,Mid-Range
CAMP0001090,CUST00146,Influencer,2024-01-08,2024-01,1,0,0,0,553.13,-100.0,Mid-Range
CAMP0001091,CUST00146,Paid Social,2023-10-16,2023-10,0,0,0,0,2336.52,-100.0,Mid-Range
CAMP0001092,CUST00146,Influencer,2024-01-08,2024-01,0,0,0,0,901.12,-100.0,Mid-Range
CAMP0001093,CUST00147,Email,2023-09-23,2023-09,0,0,0,0,37.88,-100.0,Premium
CAMP0001094,CUST00147,Paid Social,2023-11-05,2023-11,0,0,0,0,1473.0,-100.0,Premium
CAMP0001095,CUST00147,Influencer,2024-01-02,2024-01,0,0,0,0,1371.31,-100.0,Premium
CAMP0001096,CUST00147,Push Notification,2023-10-11,2023-10,0,0,0,0,12.07,-100.0,Premium
CAMP0001097,CUST00147,Paid Social,2023-09-25,2023-09,0,0,0,0,1214.66,-100.0,Premium
CAMP0001098,CUST00147,Email,2024-02-07,2024-02,0,0,0,0,43.7,-100.0,Premium
CAMP0001099,CUST00148,Paid Social,2024-02-27,2024-02,1,1,0,0,2356.79,-100.0,Budget
CAMP0001100,CUST00148,Push Notification,2023-06-23,2023-06,0,0,0,0,26.81,-100.0,Budget
CAMP0001101,CUST00148,Push Notification,2023-04-08,2023-04,1,1,0,0,17.25,-100.0,Budget
CAMP0001102,CUST00148,Influencer,2022-03-23,2022-03,0,0,0,0,745.02,-100.0,Budget
CAMP0001103,CUST00148,Email,2023-02-17,2023-02,1,1,0,0,37.01,-100.0,Budget
CAMP0001104,CUST00148,Email,2023-09-22,2023-09,0,0,0,0,53.0,-100.0,Budget
CAMP0001105,CUST00148,Paid Social,2022-12-25,2022-12,0,0,0,0,2448.21,-100.0,Budget
CAMP0001106,CUST00149,Email,2023-11-18,2023-11,0,0,0,0,34.69,-100.0,Mid-Range
CAMP0001107,CUST00149,Email,2023-05-14,2023-05,0,0,0,0,39.7,-100.0,Mid-Range
CAMP0001108,CUST00149,Push Notification,2023-05-13,2023-05,1,1,1,146.45,13.58,978.4,Mid-Range
CAMP0001109,CUST00149,Paid Social,2024-03-07,2024-03,0,0,0,0,723.74,-100.0,Mid-Range
CAMP0001110,CUST00149,Email,2023-10-11,2023-10,1,0,0,0,53.59,-100.0,Mid-Range
CAMP0001111,CUST00149,Paid Social,2023-10-19,2023-10,0,0,0,0,785.75,-100.0,Mid-Range
CAMP0001112,CUST00150,SMS,2023-10-23,2023-10,0,0,0,0,76.97,-100.0,Budget
CAMP0001113,CUST00150,SMS,2023-05-29,2023-05,0,0,0,0,111.65,-100.0,Budget
CAMP0001114,CUST00150,Email,2023-11-01,2023-11,0,0,0,0,24.06,-100.0,Budget
CAMP0001115,CUST00150,Influencer,2024-02-08,2024-02,1,1,0,0,485.06,-100.0,Budget
CAMP0001116,CUST00150,Influencer,2024-03-10,2024-03,0,0,0,0,642.96,-100.0,Budget
CAMP0001117,CUST00150,Email,2023-05-09,2023-05,0,0,0,0,53.0,-100.0,Budget
CAMP0001118,CUST00150,Influencer,2023-07-28,2023-07,0,0,0,0,786.57,-100.0,Budget
CAMP0001119,CUST00151,Paid Social,2023-12-14,2023-12,1,0,0,0,813.03,-100.0,Mid-Range
CAMP0001120,CUST00151,Email,2024-01-02,2024-01,0,0,0,0,17.83,-100.0,Mid-Range
CAMP0001121,CUST00151,Email,2023-11-18,2023-11,0,0,0,0,17.71,-100.0,Mid-Range
CAMP0001122,CUST00151,Paid Social,2023-12-18,2023-12,0,0,0,0,2095.24,-100.0,Mid-Range
CAMP0001123,CUST00151,Influencer,2023-07-04,2023-07,0,0,0,0,463.03,-100.0,Mid-Range
CAMP0001124,CUST00151,Influencer,2023-07-21,2023-07,1,0,0,0,1322.92,-100.0,Mid-Range
CAMP0001125,CUST00152,Email,2024-01-02,2024-01,1,0,0,0,57.57,-100.0,Budget
CAMP0001126,CUST00152,Influencer,2023-12-20,2023-12,0,0,0,0,1415.05,-100.0,Budget
CAMP0001127,CUST00152,Influencer,2023-04-10,2023-04,0,0,0,0,934.13,-100.0,Budget
CAMP0001128,CUST00152,Influencer,2022-05-10,2022-05,0,0,0,0,1320.77,-100.0,Budget
CAMP0001129,CUST00152,Email,2023-12-27,2023-12,0,0,0,0,36.56,-100.0,Budget
CAMP0001130,CUST00152,SMS,2023-06-21,2023-06,0,0,0,0,69.7,-100.0,Budget
CAMP0001131,CUST00152,Paid Social,2024-03-15,2024-03,0,0,0,0,1925.68,-100.0,Budget
CAMP0001132,CUST00152,Paid Social,2022-07-05,2022-07,0,0,0,0,1479.17,-100.0,Budget
CAMP0001133,CUST00152,Paid Social,2022-08-24,2022-08,0,0,0,0,1634.18,-100.0,Budget
CAMP0001134,CUST00153,Influencer,2022-08-30,2022-08,1,1,0,0,1076.85,-100.0,Premium
CAMP0001135,CUST00153,Email,2023-01-05,2023-01,0,0,0,0,27.85,-100.0,Premium
CAMP0001136,CUST00153,Push Notification,2022-10-13,2022-10,0,0,0,0,12.82,-100.0,Premium
CAMP0001137,CUST00153,Push Notification,2023-11-10,2023-11,0,0,0,0,29.04,-100.0,Premium
CAMP0001138,CUST00153,Influencer,2022-08-11,2022-08,0,0,0,0,583.27,-100.0,Premium
CAMP0001139,CUST00153,Paid Social,2022-05-22,2022-05,0,0,0,0,1872.75,-100.0,Premium
CAMP0001140,CUST00153,Paid Social,2022-09-25,2022-09,0,0,0,0,2177.07,-100.0,Premium
CAMP0001141,CUST00154,Paid Social,2023-06-10,2023-06,0,0,0,0,1272.15,-100.0,Premium
CAMP0001142,CUST00154,SMS,2022-11-19,2022-11,0,0,0,0,70.48,-100.0,Premium
CAMP0001143,CUST00154,SMS,2022-08-31,2022-08,1,1,0,0,53.73,-100.0,Premium
CAMP0001144,CUST00154,Influencer,2022-07-24,2022-07,0,0,0,0,489.29,-100.0,Premium
CAMP0001145,CUST00154,Paid Social,2023-07-03,2023-07,0,0,0,0,1650.43,-100.0,Premium
CAMP0001146,CUST00154,Email,2023-02-13,2023-02,0,0,0,0,53.53,-100.0,Premium
CAMP0001147,CUST00154,Email,2022-08-16,2022-08,1,1,1,47.26,23.41,101.9,Premium
CAMP0001148,CUST00154,Push Notification,2024-01-18,2024-01,0,0,0,0,24.73,-100.0,Premium
CAMP0001149,CUST00154,SMS,2023-10-31,2023-10,1,0,0,0,114.85,-100.0,Premium
CAMP0001150,CUST00154,SMS,2023-03-20,2023-03,0,0,0,0,32.6,-100.0,Premium
CAMP0001151,CUST00154,Email,2023-08-07,2023-08,0,0,0,0,22.52,-100.0,Premium
CAMP0001152,CUST00154,SMS,2023-07-26,2023-07,0,0,0,0,80.38,-100.0,Premium
CAMP0001153,CUST00155,Email,2023-03-30,2023-03,1,0,0,0,38.67,-100.0,Luxury
CAMP0001154,CUST00155,Paid Social,2024-02-15,2024-02,0,0,0,0,1491.73,-100.0,Luxury
CAMP0001155,CUST00155,Email,2022-03-13,2022-03,0,0,0,0,32.44,-100.0,Luxury
CAMP0001156,CUST00155,Influencer,2022-02-18,2022-02,0,0,0,0,704.75,-100.0,Luxury
CAMP0001157,CUST00156,Influencer,2023-05-05,2023-05,0,0,0,0,1296.75,-100.0,Mid-Range
CAMP0001158,CUST00156,Email,2022-09-29,2022-09,0,0,0,0,45.9,-100.0,Mid-Range
CAMP0001159,CUST00156,Push Notification,2023-04-03,2023-04,0,0,0,0,29.24,-100.0,Mid-Range
CAMP0001160,CUST00156,Paid Social,2022-10-13,2022-10,1,0,0,0,1188.79,-100.0,Mid-Range
CAMP0001161,CUST00156,Influencer,2024-01-25,2024-01,0,0,0,0,500.61,-100.0,Mid-Range
CAMP0001162,CUST00156,Email,2022-11-04,2022-11,0,0,0,0,50.32,-100.0,Mid-Range
CAMP0001163,CUST00157,Paid Social,2023-12-10,2023-12,0,0,0,0,2369.74,-100.0,Luxury
CAMP0001164,CUST00157,Push Notification,2022-10-13,2022-10,0,0,0,0,25.05,-100.0,Luxury
CAMP0001165,CUST00157,Paid Social,2023-08-06,2023-08,0,0,0,0,1366.28,-100.0,Luxury
CAMP0001166,CUST00157,Push Notification,2024-03-07,2024-03,0,0,0,0,22.96,-100.0,Luxury
CAMP0001167,CUST00157,Influencer,2023-02-17,2023-02,1,1,0,0,613.98,-100.0,Luxury
CAMP0001168,CUST00157,Influencer,2023-10-01,2023-10,0,0,0,0,1492.42,-100.0,Luxury
CAMP0001169,CUST00157,Email,2023-09-13,2023-09,0,0,0,0,30.75,-100.0,Luxury
CAMP0001170,CUST00157,Push Notification,2024-02-19,2024-02,0,0,0,0,10.61,-100.0,Luxury
CAMP0001171,CUST00157,Paid Social,2023-02-13,2023-02,0,0,0,0,727.47,-100.0,Luxury
CAMP0001172,CUST00157,Paid Social,2022-12-28,2022-12,1,0,0,0,1249.45,-100.0,Luxury
CAMP0001173,CUST00158,Email,2023-04-22,2023-04,0,0,0,0,44.75,-100.0,Premium
CAMP0001174,CUST00158,Push Notification,2023-02-11,2023-02,1,1,0,0,8.29,-100.0,Premium
CAMP0001175,CUST00158,Push Notification,2023-03-06,2023-03,1,1,0,0,14.58,-100.0,Premium
CAMP0001176,CUST00158,SMS,2023-04-15,2023-04,1,1,0,0,88.59,-100.0,Premium
CAMP0001177,CUST00158,Push Notification,2022-12-28,2022-12,1,0,0,0,19.08,-100.0,Premium
CAMP0001178,CUST00158,Email,2022-11-05,2022-11,1,1,1,131.79,35.11,275.4,Premium
CAMP0001179,CUST00158,Display Ad,2023-11-09,2023-11,0,0,0,0,910.74,-100.0,Premium
CAMP0001180,CUST00158,Push Notification,2023-04-28,2023-04,1,0,0,0,21.72,-100.0,Premium
CAMP0001181,CUST00158,Display Ad,2024-03-16,2024-03,0,0,0,0,417.11,-100.0,Premium
CAMP0001182,CUST00159,Influencer,2023-11-12,2023-11,0,0,0,0,614.98,-100.0,Budget
CAMP0001183,CUST00159,Email,2022-01-14,2022-01,1,0,0,0,42.27,-100.0,Budget
CAMP0001184,CUST00159,Paid Social,2023-12-16,2023-12,0,0,0,0,1313.25,-100.0,Budget
CAMP0001185,CUST00159,Email,2023-08-18,2023-08,1,0,0,0,20.0,-100.0,Budget
CAMP0001186,CUST00159,Paid Social,2024-01-13,2024-01,0,0,0,0,1903.7,-100.0,Budget
CAMP0001187,CUST00159,Display Ad,2023-08-06,2023-08,1,0,0,0,733.99,-100.0,Budget
CAMP0001188,CUST00159,Display Ad,2022-12-12,2022-12,0,0,0,0,875.1,-100.0,Budget
CAMP0001189,CUST00159,Email,2023-01-01,2023-01,0,0,0,0,36.54,-100.0,Budget
CAMP0001190,CUST00159,SMS,2023-02-22,2023-02,0,0,0,0,73.13,-100.0,Budget
CAMP0001191,CUST00159,Paid Social,2023-03-27,2023-03,1,0,0,0,2441.41,-100.0,Budget
CAMP0001192,CUST00159,Push Notification,2022-07-23,2022-07,1,1,1,89.8,18.36,389.1,Budget
CAMP0001193,CUST00160,Email,2023-03-09,2023-03,1,0,0,0,30.68,-100.0,Premium
CAMP0001194,CUST00160,Email,2022-11-09,2022-11,1,1,0,0,33.31,-100.0,Premium
CAMP0001195,CUST00160,Push Notification,2023-10-25,2023-10,0,0,0,0,23.28,-100.0,Premium
CAMP0001196,CUST00160,Email,2023-07-16,2023-07,0,0,0,0,32.78,-100.0,Premium
CAMP0001197,CUST00160,Influencer,2022-11-07,2022-11,0,0,0,0,1071.48,-100.0,Premium
CAMP0001198,CUST00160,Email,2022-11-23,2022-11,0,0,0,0,38.85,-100.0,Premium
CAMP0001199,CUST00160,Paid Social,2023-06-16,2023-06,1,0,0,0,1550.66,-100.0,Premium
CAMP0001200,CUST00160,Paid Social,2024-01-19,2024-01,0,0,0,0,1823.41,-100.0,Premium
CAMP0001201,CUST00160,Influencer,2023-06-26,2023-06,1,0,0,0,596.34,-100.0,Premium
CAMP0001202,CUST00160,SMS,2023-03-26,2023-03,0,0,0,0,71.21,-100.0,Premium
CAMP0001203,CUST00160,Paid Social,2022-10-05,2022-10,0,0,0,0,2404.83,-100.0,Premium
CAMP0001204,CUST00160,Paid Social,2023-11-16,2023-11,0,0,0,0,2074.78,-100.0,Premium
CAMP0001205,CUST00161,SMS,2023-03-14,2023-03,0,0,0,0,79.36,-100.0,Premium
CAMP0001206,CUST00161,Paid Social,2023-09-13,2023-09,0,0,0,0,2005.39,-100.0,Premium
CAMP0001207,CUST00161,Push Notification,2024-03-05,2024-03,0,0,0,0,9.08,-100.0,Premium
CAMP0001208,CUST00161,Influencer,2023-04-11,2023-04,0,0,0,0,1097.03,-100.0,Premium
CAMP0001209,CUST00161,Paid Social,2023-06-15,2023-06,1,1,1,44.23,1136.74,-96.1,Premium
CAMP0001210,CUST00161,Influencer,2023-12-14,2023-12,0,0,0,0,632.32,-100.0,Premium
CAMP0001211,CUST00161,Paid Social,2023-01-21,2023-01,0,0,0,0,1800.36,-100.0,Premium
CAMP0001212,CUST00161,Paid Social,2023-10-07,2023-10,0,0,0,0,2485.78,-100.0,Premium
CAMP0001213,CUST00161,SMS,2024-03-26,2024-03,0,0,0,0,51.47,-100.0,Premium
CAMP0001214,CUST00161,Email,2023-09-07,2023-09,1,0,0,0,46.85,-100.0,Premium
CAMP0001215,CUST00161,Paid Social,2024-01-18,2024-01,1,1,0,0,1282.51,-100.0,Premium
CAMP0001216,CUST00162,Display Ad,2023-07-03,2023-07,1,0,0,0,887.67,-100.0,Mid-Range
CAMP0001217,CUST00162,Email,2023-12-08,2023-12,0,0,0,0,58.15,-100.0,Mid-Range
CAMP0001218,CUST00162,Email,2024-02-13,2024-02,1,1,1,164.66,24.02,585.5,Mid-Range
CAMP0001219,CUST00162,Email,2023-05-27,2023-05,1,0,0,0,44.23,-100.0,Mid-Range
CAMP0001220,CUST00162,Push Notification,2023-12-23,2023-12,0,0,0,0,29.19,-100.0,Mid-Range
CAMP0001221,CUST00162,Email,2024-01-31,2024-01,0,0,0,0,58.55,-100.0,Mid-Range
CAMP0001222,CUST00162,SMS,2024-03-16,2024-03,0,0,0,0,118.2,-100.0,Mid-Range
CAMP0001223,CUST00162,Push Notification,2023-05-19,2023-05,0,0,0,0,10.42,-100.0,Mid-Range
CAMP0001224,CUST00162,SMS,2023-06-08,2023-06,1,1,0,0,102.57,-100.0,Mid-Range
CAMP0001225,CUST00162,Paid Social,2023-11-19,2023-11,0,0,0,0,2001.48,-100.0,Mid-Range
CAMP0001226,CUST00163,Email,2024-02-17,2024-02,1,1,1,135.09,45.83,194.8,Premium
CAMP0001227,CUST00163,Display Ad,2024-02-18,2024-02,0,0,0,0,716.79,-100.0,Premium
CAMP0001228,CUST00163,Email,2024-01-12,2024-01,0,0,0,0,54.04,-100.0,Premium
CAMP0001229,CUST00163,Paid Social,2024-03-07,2024-03,0,0,0,0,973.94,-100.0,Premium
CAMP0001230,CUST00163,Email,2023-07-26,2023-07,0,0,0,0,53.67,-100.0,Premium
CAMP0001231,CUST00163,Email,2023-11-18,2023-11,0,0,0,0,49.6,-100.0,Premium
CAMP0001232,CUST00163,Influencer,2023-07-31,2023-07,1,0,0,0,559.11,-100.0,Premium
CAMP0001233,CUST00163,SMS,2023-09-22,2023-09,0,0,0,0,111.24,-100.0,Premium
CAMP0001234,CUST00164,Paid Social,2023-12-04,2023-12,0,0,0,0,1258.98,-100.0,Mid-Range
CAMP0001235,CUST00164,Influencer,2023-11-26,2023-11,0,0,0,0,1102.15,-100.0,Mid-Range
CAMP0001236,CUST00164,Paid Social,2023-02-28,2023-02,0,0,0,0,2003.25,-100.0,Mid-Range
CAMP0001237,CUST00164,Push Notification,2023-11-27,2023-11,0,0,0,0,14.85,-100.0,Mid-Range
CAMP0001238,CUST00164,Push Notification,2023-12-29,2023-12,0,0,0,0,29.02,-100.0,Mid-Range
CAMP0001239,CUST00165,Email,2023-02-24,2023-02,0,0,0,0,45.69,-100.0,Budget
CAMP0001240,CUST00165,Push Notification,2024-03-08,2024-03,1,0,0,0,9.0,-100.0,Budget
CAMP0001241,CUST00165,Email,2023-04-26,2023-04,0,0,0,0,52.17,-100.0,Budget
CAMP0001242,CUST00165,Push Notification,2022-11-06,2022-11,0,0,0,0,16.09,-100.0,Budget
CAMP0001243,CUST00165,Display Ad,2022-11-17,2022-11,0,0,0,0,443.25,-100.0,Budget
CAMP0001244,CUST00165,Push Notification,2022-03-24,2022-03,0,0,0,0,26.39,-100.0,Budget
CAMP0001245,CUST00165,Influencer,2023-06-27,2023-06,0,0,0,0,488.87,-100.0,Budget
CAMP0001246,CUST00165,Push Notification,2022-03-19,2022-03,0,0,0,0,24.8,-100.0,Budget
CAMP0001247,CUST00165,Paid Social,2023-07-16,2023-07,0,0,0,0,813.93,-100.0,Budget
CAMP0001248,CUST00165,Email,2022-11-08,2022-11,0,0,0,0,28.12,-100.0,Budget
CAMP0001249,CUST00166,Email,2023-09-02,2023-09,1,0,0,0,50.15,-100.0,Budget
CAMP0001250,CUST00166,Email,2024-01-06,2024-01,0,0,0,0,34.47,-100.0,Budget
CAMP0001251,CUST00166,Influencer,2023-11-24,2023-11,0,0,0,0,1642.85,-100.0,Budget
CAMP0001252,CUST00166,Email,2023-12-08,2023-12,0,0,0,0,52.43,-100.0,Budget
CAMP0001253,CUST00166,Paid Social,2023-09-07,2023-09,0,0,0,0,1802.96,-100.0,Budget
CAMP0001254,CUST00166,Email,2023-12-28,2023-12,0,0,0,0,58.28,-100.0,Budget
CAMP0001255,CUST00166,Influencer,2023-10-31,2023-10,1,1,1,187.72,1087.56,-82.7,Budget
CAMP0001256,CUST00166,Display Ad,2023-12-03,2023-12,0,0,0,0,701.53,-100.0,Budget
