order_id,customer_id,product_id,category,order_date,order_month,quantity,unit_price,discount_pct,order_value,gross_margin,is_returned,net_revenue,net_margin,acquisition_channel,device
ORD0002218,CUST00401,PROD0074,Beauty,2023-11-26,2023-11,3,52.12,0.05,148.54,38.62,0,148.54,38.62,Paid Social,Mobile
ORD0002219,CUST00402,PROD0141,Beauty,2023-06-16,2023-06,1,60.76,0,60.76,20.66,1,0.0,0.0,Organic Search,Mobile
ORD0002220,CUST00402,PROD0150,Beauty,2022-05-03,2022-05,2,24.66,0,49.32,24.17,0,49.32,24.17,Organic Search,Mobile
ORD0002221,CUST00402,PROD0049,Home & Living,2024-01-12,2024-01,1,60.55,0,60.55,23.61,0,60.55,23.61,Organic Search,Mobile
ORD0002222,CUST00402,PROD0129,Accessories,2022-08-31,2022-08,3,45.01,0,135.03,41.86,1,0.0,0.0,Organic Search,Mobile
ORD0002223,CUST00402,PROD0172,Beauty,2022-06-21,2022-06,1,19.11,0,19.11,8.22,0,19.11,8.22,Organic Search,Mobile
ORD0002224,CUST00402,PROD0151,Clothing,2023-06-21,2023-06,1,30.88,0,30.88,13.59,0,30.88,13.59,Organic Search,Mobile
ORD0002225,CUST00402,PROD0172,Beauty,2023-04-09,2023-04,3,19.11,0,57.33,24.65,0,57.33,24.65,Organic Search,Mobile
ORD0002226,CUST00402,PROD0180,Sports,2023-01-07,2023-01,2,57.83,0,115.66,64.77,0,115.66,64.77,Organic Search,Mobile
ORD0002227,CUST00403,PROD0182,Accessories,2023-01-20,2023-01,2,22.63,0,45.26,17.2,0,45.26,17.2,Referral,Mobile
ORD0002228,CUST00403,PROD0163,Beauty,2022-12-01,2022-12,2,20.18,0.1,36.32,17.43,0,36.32,17.43,Referral,Mobile
ORD0002229,CUST00403,PROD0069,Beauty,2023-01-02,2023-01,2,52.71,0.1,94.88,56.93,1,0.0,0.0,Referral,Mobile
ORD0002230,CUST00403,PROD0029,Accessories,2023-01-25,2023-01,2,59.38,0,118.76,71.26,0,118.76,71.26,Referral,Mobile
ORD0002231,CUST00403,PROD0109,Sports,2023-07-22,2023-07,3,60.91,0.1,164.46,50.98,0,164.46,50.98,Referral,Mobile
ORD0002232,CUST00403,PROD0098,Home & Living,2023-03-21,2023-03,3,101.77,0.1,274.78,115.41,0,274.78,115.41,Referral,Mobile
ORD0002233,CUST00404,PROD0127,Accessories,2023-03-24,2023-03,2,49.21,0,98.42,30.51,0,98.42,30.51,Direct,Mobile
ORD0002234,CUST00404,PROD0178,Clothing,2023-11-01,2023-11,3,60.67,0,182.01,72.8,0,182.01,72.8,Direct,Mobile
ORD0002235,CUST00404,PROD0151,Clothing,2023-11-18,2023-11,3,30.88,0,92.64,40.76,0,92.64,40.76,Direct,Mobile
ORD0002236,CUST00404,PROD0100,Clothing,2023-12-16,2023-12,3,80.73,0,242.19,108.99,0,242.19,108.99,Direct,Mobile
ORD0002237,CUST00404,PROD0175,Footwear,2023-10-06,2023-10,3,69.53,0,208.59,62.58,1,0.0,0.0,Direct,Mobile
ORD0002238,CUST00405,PROD0003,Footwear,2022-12-20,2022-12,2,63.28,0.1,113.9,56.95,1,0.0,0.0,Paid Social,Mobile
ORD0002239,CUST00405,PROD0011,Sports,2024-01-25,2024-01,2,85.35,0,170.7,47.8,0,170.7,47.8,Paid Social,Mobile
ORD0002240,CUST00405,PROD0029,Accessories,2023-03-08,2023-03,2,59.38,0,118.76,71.26,0,118.76,71.26,Paid Social,Mobile
ORD0002241,CUST00405,PROD0118,Clothing,2022-06-19,2022-06,1,33.04,0,33.04,15.86,1,0.0,0.0,Paid Social,Mobile
ORD0002242,CUST00405,PROD0009,Sports,2022-05-26,2022-05,3,39.16,0.05,111.61,65.85,1,0.0,0.0,Paid Social,Mobile
ORD0002243,CUST00405,PROD0014,Beauty,2023-07-14,2023-07,2,56.06,0.1,100.91,63.57,1,0.0,0.0,Paid Social,Mobile
ORD0002244,CUST00406,PROD0076,Clothing,2024-01-27,2024-01,2,54.02,0,108.04,33.49,0,108.04,33.49,Organic Search,Mobile
ORD0002245,CUST00406,PROD0142,Sports,2023-09-13,2023-09,1,114.73,0,114.73,55.07,0,114.73,55.07,Organic Search,Mobile
ORD0002246,CUST00406,PROD0142,Sports,2023-07-26,2023-07,3,114.73,0,344.19,165.21,0,344.19,165.21,Organic Search,Mobile
ORD0002247,CUST00406,PROD0086,Clothing,2023-10-04,2023-10,2,82.15,0,164.3,93.65,0,164.3,93.65,Organic Search,Mobile
ORD0002248,CUST00406,PROD0144,Beauty,2023-07-15,2023-07,1,34.94,0,34.94,19.22,0,34.94,19.22,Organic Search,Mobile
ORD0002249,CUST00406,PROD0139,Home & Living,2023-01-22,2023-01,2,121.16,0,242.32,145.39,1,0.0,0.0,Organic Search,Mobile
ORD0002250,CUST00407,PROD0111,Clothing,2023-04-12,2023-04,3,72.51,0.05,206.65,126.06,0,206.65,126.06,Paid Social,Desktop
ORD0002251,CUST00407,PROD0173,Footwear,2023-10-06,2023-10,3,87.72,0.05,250.0,107.5,1,0.0,0.0,Paid Social,Desktop
ORD0002252,CUST00407,PROD0001,Accessories,2022-11-25,2022-11,1,40.31,0,40.31,14.11,0,40.31,14.11,Paid Social,Desktop
ORD0002253,CUST00407,PROD0100,Clothing,2023-09-07,2023-09,3,80.73,0.05,230.08,103.54,1,0.0,0.0,Paid Social,Desktop
ORD0002254,CUST00407,PROD0048,Home & Living,2023-05-13,2023-05,1,96.14,0,96.14,60.57,1,0.0,0.0,Paid Social,Desktop
ORD0002255,CUST00407,PROD0145,Clothing,2023-11-06,2023-11,2,70.32,0,140.64,84.38,0,140.64,84.38,Paid Social,Desktop
ORD0002256,CUST00407,PROD0092,Beauty,2023-05-07,2023-05,1,19.38,0.05,18.41,5.89,0,18.41,5.89,Paid Social,Desktop
ORD0002257,CUST00407,PROD0154,Sports,2022-09-28,2022-09,3,137.38,0.1,370.93,100.15,1,0.0,0.0,Paid Social,Desktop
ORD0002258,CUST00408,PROD0021,Beauty,2023-09-08,2023-09,1,65.25,0,65.25,40.45,0,65.25,40.45,Paid Social,Desktop
ORD0002259,CUST00409,PROD0055,Sports,2024-02-22,2024-02,3,136.99,0,410.97,119.18,0,410.97,119.18,Organic Search,Mobile
ORD0002260,CUST00409,PROD0098,Home & Living,2022-12-19,2022-12,2,101.77,0,203.54,85.49,0,203.54,85.49,Organic Search,Mobile
ORD0002261,CUST00409,PROD0056,Home & Living,2022-12-03,2022-12,2,70.19,0,140.38,75.81,0,140.38,75.81,Organic Search,Mobile
ORD0002262,CUST00409,PROD0049,Home & Living,2023-10-21,2023-10,1,60.55,0,60.55,23.61,0,60.55,23.61,Organic Search,Mobile
ORD0002263,CUST00409,PROD0081,Home & Living,2023-01-04,2023-01,1,97.71,0,97.71,25.4,0,97.71,25.4,Organic Search,Mobile
ORD0002264,CUST00410,PROD0038,Accessories,2022-12-21,2022-12,2,85.41,0,170.82,93.95,1,0.0,0.0,Organic Search,Mobile
ORD0002265,CUST00410,PROD0043,Footwear,2022-12-04,2022-12,2,62.01,0,124.02,76.89,0,124.02,76.89,Organic Search,Mobile
ORD0002266,CUST00410,PROD0053,Footwear,2023-11-19,2023-11,2,46.14,0,92.28,51.68,0,92.28,51.68,Organic Search,Mobile
ORD0002267,CUST00410,PROD0172,Beauty,2024-01-25,2024-01,1,19.11,0,19.11,8.22,0,19.11,8.22,Organic Search,Mobile
ORD0002268,CUST00411,PROD0162,Home & Living,2024-03-24,2024-03,3,81.32,0,243.96,107.34,0,243.96,107.34,Direct,Mobile
ORD0002269,CUST00411,PROD0075,Accessories,2024-03-06,2024-03,3,80.95,0,242.85,97.14,1,0.0,0.0,Direct,Mobile
ORD0002270,CUST00412,PROD0149,Beauty,2023-11-13,2023-11,1,65.53,0,65.53,34.08,0,65.53,34.08,Paid Social,Desktop
ORD0002271,CUST00413,PROD0023,Clothing,2023-09-07,2023-09,2,85.59,0,171.18,59.91,1,0.0,0.0,Influencer,Desktop
ORD0002272,CUST00413,PROD0111,Clothing,2023-06-15,2023-06,3,72.51,0,217.53,132.69,0,217.53,132.69,Influencer,Desktop
ORD0002273,CUST00413,PROD0139,Home & Living,2023-10-12,2023-10,1,121.16,0,121.16,72.7,1,0.0,0.0,Influencer,Desktop
ORD0002274,CUST00413,PROD0127,Accessories,2023-09-12,2023-09,1,49.21,0,49.21,15.26,0,49.21,15.26,Influencer,Desktop
ORD0002275,CUST00413,PROD0109,Sports,2023-07-04,2023-07,3,60.91,0,182.73,56.65,0,182.73,56.65,Influencer,Desktop
ORD0002276,CUST00413,PROD0067,Clothing,2024-03-10,2024-03,3,47.62,0,142.86,45.72,0,142.86,45.72,Influencer,Desktop
ORD0002277,CUST00414,PROD0103,Accessories,2022-09-07,2022-09,1,84.89,0,84.89,38.2,0,84.89,38.2,Paid Social,Desktop
ORD0002278,CUST00414,PROD0147,Home & Living,2024-01-07,2024-01,2,133.32,0.05,253.31,116.52,0,253.31,116.52,Paid Social,Desktop
ORD0002279,CUST00414,PROD0067,Clothing,2022-08-01,2022-08,2,47.62,0,95.24,30.48,0,95.24,30.48,Paid Social,Desktop
ORD0002280,CUST00415,PROD0143,Beauty,2024-03-09,2024-03,2,15.9,0,31.8,20.35,0,31.8,20.35,Email,Desktop
ORD0002281,CUST00415,PROD0092,Beauty,2023-05-06,2023-05,2,19.38,0,38.76,12.4,0,38.76,12.4,Email,Desktop
ORD0002282,CUST00415,PROD0113,Home & Living,2024-01-11,2024-01,2,30.82,0.1,55.48,29.4,0,55.48,29.4,Email,Desktop
ORD0002283,CUST00415,PROD0064,Footwear,2023-11-08,2023-11,3,190.18,0.15,484.96,189.13,0,484.96,189.13,Email,Desktop
ORD0002284,CUST00416,PROD0009,Sports,2022-12-02,2022-12,3,39.16,0,117.48,69.31,0,117.48,69.31,Direct,Mobile
ORD0002285,CUST00416,PROD0171,Clothing,2023-01-07,2023-01,1,49.46,0,49.46,12.37,0,49.46,12.37,Direct,Mobile
ORD0002286,CUST00416,PROD0030,Beauty,2024-02-18,2024-02,3,30.52,0,91.56,32.96,0,91.56,32.96,Direct,Mobile
ORD0002287,CUST00416,PROD0191,Accessories,2023-08-04,2023-08,2,42.93,0,85.86,42.07,1,0.0,0.0,Direct,Mobile
ORD0002288,CUST00416,PROD0134,Accessories,2024-03-19,2024-03,1,24.1,0,24.1,13.5,0,24.1,13.5,Direct,Mobile
ORD0002289,CUST00416,PROD0009,Sports,2024-03-03,2024-03,2,39.16,0,78.32,46.21,1,0.0,0.0,Direct,Mobile
ORD0002290,CUST00416,PROD0162,Home & Living,2023-08-18,2023-08,2,81.32,0,162.64,71.56,0,162.64,71.56,Direct,Mobile
ORD0002291,CUST00416,PROD0052,Clothing,2023-08-14,2023-08,2,61.19,0,122.38,35.49,0,122.38,35.49,Direct,Mobile
ORD0002292,CUST00416,PROD0071,Beauty,2024-03-02,2024-03,2,65.25,0,130.5,79.61,0,130.5,79.61,Direct,Mobile
ORD0002293,CUST00416,PROD0141,Beauty,2023-07-03,2023-07,1,60.76,0,60.76,20.66,0,60.76,20.66,Direct,Mobile
ORD0002294,CUST00416,PROD0032,Home & Living,2023-11-19,2023-11,2,43.05,0,86.1,24.97,0,86.1,24.97,Direct,Mobile
ORD0002295,CUST00417,PROD0098,Home & Living,2023-11-02,2023-11,3,101.77,0,305.31,128.23,0,305.31,128.23,Email,Mobile
ORD0002296,CUST00417,PROD0033,Sports,2023-04-17,2023-04,3,54.48,0.1,147.1,41.19,0,147.1,41.19,Email,Mobile
ORD0002297,CUST00417,PROD0145,Clothing,2023-11-02,2023-11,2,70.32,0,140.64,84.38,0,140.64,84.38,Email,Mobile
ORD0002298,CUST00417,PROD0153,Accessories,2023-04-03,2023-04,3,85.5,0.1,230.85,129.28,0,230.85,129.28,Email,Mobile
ORD0002299,CUST00417,PROD0085,Accessories,2023-10-09,2023-10,2,53.78,0.15,91.43,43.89,1,0.0,0.0,Email,Mobile
ORD0002300,CUST00417,PROD0108,Accessories,2023-05-03,2023-05,2,82.14,0.2,131.42,39.43,1,0.0,0.0,Email,Mobile
ORD0002301,CUST00418,PROD0036,Home & Living,2023-03-25,2023-03,3,74.59,0,223.77,78.32,1,0.0,0.0,Paid Social,Desktop
ORD0002302,CUST00419,PROD0124,Beauty,2023-10-26,2023-10,1,20.18,0,20.18,9.48,0,20.18,9.48,Direct,Desktop
ORD0002303,CUST00419,PROD0056,Home & Living,2024-03-26,2024-03,3,70.19,0,210.57,113.71,0,210.57,113.71,Direct,Desktop
ORD0002304,CUST00419,PROD0055,Sports,2023-12-23,2023-12,3,136.99,0,410.97,119.18,0,410.97,119.18,Direct,Desktop
ORD0002305,CUST00419,PROD0137,Home & Living,2023-08-07,2023-08,3,99.54,0,298.62,116.46,0,298.62,116.46,Direct,Desktop
ORD0002306,CUST00419,PROD0138,Home & Living,2023-09-26,2023-09,1,126.57,0,126.57,56.96,1,0.0,0.0,Direct,Desktop
ORD0002307,CUST00419,PROD0061,Home & Living,2024-01-04,2024-01,2,136.85,0,273.7,101.27,0,273.7,101.27,Direct,Desktop
ORD0002308,CUST00420,PROD0107,Clothing,2023-12-17,2023-12,2,91.09,0,182.18,112.95,0,182.18,112.95,Direct,Mobile
ORD0002309,CUST00420,PROD0101,Footwear,2024-02-25,2024-02,2,191.81,0,383.62,168.79,0,383.62,168.79,Direct,Mobile
ORD0002310,CUST00420,PROD0166,Clothing,2023-12-25,2023-12,2,87.15,0,174.3,108.07,1,0.0,0.0,Direct,Mobile
ORD0002311,CUST00420,PROD0059,Sports,2023-08-02,2023-08,2,76.4,0,152.8,77.93,0,152.8,77.93,Direct,Mobile
ORD0002312,CUST00420,PROD0060,Footwear,2023-12-04,2023-12,2,104.31,0,208.62,60.5,0,208.62,60.5,Direct,Mobile
ORD0002313,CUST00421,PROD0116,Footwear,2023-05-02,2023-05,2,141.52,0,283.04,124.54,0,283.04,124.54,Paid Social,Mobile
ORD0002314,CUST00421,PROD0049,Home & Living,2023-08-25,2023-08,2,60.55,0,121.1,47.23,1,0.0,0.0,Paid Social,Mobile
ORD0002315,CUST00421,PROD0061,Home & Living,2023-06-09,2023-06,3,136.85,0.1,369.49,136.71,1,0.0,0.0,Paid Social,Mobile
ORD0002316,CUST00421,PROD0036,Home & Living,2023-07-24,2023-07,2,74.59,0.05,141.72,49.6,0,141.72,49.6,Paid Social,Mobile
ORD0002317,CUST00421,PROD0083,Clothing,2023-05-18,2023-05,2,25.2,0.05,47.88,25.86,0,47.88,25.86,Paid Social,Mobile
ORD0002318,CUST00422,PROD0137,Home & Living,2022-12-17,2022-12,3,99.54,0,298.62,116.46,0,298.62,116.46,Referral,Desktop
ORD0002319,CUST00422,PROD0042,Home & Living,2023-07-15,2023-07,3,61.51,0.1,166.08,46.5,0,166.08,46.5,Referral,Desktop
ORD0002320,CUST00422,PROD0025,Footwear,2023-12-23,2023-12,3,78.3,0,234.9,77.52,0,234.9,77.52,Referral,Desktop
ORD0002321,CUST00422,PROD0085,Accessories,2023-08-06,2023-08,2,53.78,0.1,96.8,46.46,0,96.8,46.46,Referral,Desktop
ORD0002322,CUST00422,PROD0196,Sports,2024-02-08,2024-02,3,92.93,0.1,250.91,155.56,0,250.91,155.56,Referral,Desktop
ORD0002323,CUST00422,PROD0180,Sports,2022-11-01,2022-11,3,57.83,0,173.49,97.15,1,0.0,0.0,Referral,Desktop
ORD0002324,CUST00422,PROD0156,Sports,2022-09-24,2022-09,3,96.17,0,288.51,167.34,0,288.51,167.34,Referral,Desktop
ORD0002325,CUST00422,PROD0126,Sports,2023-03-13,2023-03,3,92.2,0,276.6,177.02,0,276.6,177.02,Referral,Desktop
ORD0002326,CUST00422,PROD0063,Accessories,2022-10-02,2022-10,2,72.45,0.1,130.41,44.34,1,0.0,0.0,Referral,Desktop
ORD0002327,CUST00422,PROD0050,Home & Living,2023-08-15,2023-08,2,120.87,0.1,217.57,58.74,0,217.57,58.74,Referral,Desktop
ORD0002328,CUST00422,PROD0099,Home & Living,2023-03-02,2023-03,2,113.39,0.1,204.1,75.52,0,204.1,75.52,Referral,Desktop
ORD0002329,CUST00422,PROD0002,Clothing,2022-09-19,2022-09,1,48.81,0.1,43.93,27.68,0,43.93,27.68,Referral,Desktop
ORD0002330,CUST00423,PROD0025,Footwear,2022-09-29,2022-09,1,78.3,0,78.3,25.84,0,78.3,25.84,Direct,Mobile
ORD0002331,CUST00424,PROD0068,Accessories,2022-11-19,2022-11,3,58.26,0,174.78,73.41,0,174.78,73.41,Organic Search,Tablet
ORD0002332,CUST00424,PROD0011,Sports,2022-07-25,2022-07,2,85.35,0,170.7,47.8,0,170.7,47.8,Organic Search,Tablet
ORD0002333,CUST00424,PROD0025,Footwear,2023-07-01,2023-07,2,78.3,0,156.6,51.68,0,156.6,51.68,Organic Search,Tablet
ORD0002334,CUST00424,PROD0165,Footwear,2022-11-28,2022-11,2,116.35,0,232.7,148.93,0,232.7,148.93,Organic Search,Tablet
ORD0002335,CUST00424,PROD0138,Home & Living,2024-01-21,2024-01,2,126.57,0,253.14,113.91,0,253.14,113.91,Organic Search,Tablet
ORD0002336,CUST00424,PROD0044,Footwear,2022-11-28,2022-11,3,185.76,0,557.28,273.07,0,557.28,273.07,Organic Search,Tablet
ORD0002337,CUST00424,PROD0157,Sports,2023-10-29,2023-10,1,101.12,0,101.12,42.47,0,101.12,42.47,Organic Search,Tablet
ORD0002338,CUST00425,PROD0171,Clothing,2022-10-01,2022-10,3,49.46,0.2,118.7,29.68,0,118.7,29.68,Email,Desktop
ORD0002339,CUST00425,PROD0078,Accessories,2022-12-09,2022-12,3,83.84,0,251.52,150.91,0,251.52,150.91,Email,Desktop
ORD0002340,CUST00425,PROD0009,Sports,2023-06-28,2023-06,1,39.16,0,39.16,23.1,1,0.0,0.0,Email,Desktop
ORD0002341,CUST00425,PROD0070,Home & Living,2023-02-10,2023-02,2,75.93,0,151.86,89.6,1,0.0,0.0,Email,Desktop
ORD0002342,CUST00425,PROD0055,Sports,2022-05-11,2022-05,2,136.99,0.15,232.88,67.54,0,232.88,67.54,Email,Desktop
ORD0002343,CUST00425,PROD0030,Beauty,2024-02-19,2024-02,1,30.52,0.2,24.42,8.79,0,24.42,8.79,Email,Desktop
ORD0002344,CUST00425,PROD0168,Clothing,2023-03-16,2023-03,3,45.57,0,136.71,57.42,0,136.71,57.42,Email,Desktop
ORD0002345,CUST00425,PROD0017,Home & Living,2022-05-30,2022-05,1,31.84,0.15,27.06,10.55,1,0.0,0.0,Email,Desktop
ORD0002346,CUST00425,PROD0016,Beauty,2023-03-02,2023-03,2,14.72,0.1,26.5,16.96,0,26.5,16.96,Email,Desktop
ORD0002347,CUST00425,PROD0120,Home & Living,2022-06-11,2022-06,3,118.52,0.15,302.23,93.69,0,302.23,93.69,Email,Desktop
ORD0002348,CUST00425,PROD0077,Footwear,2024-01-25,2024-01,2,66.48,0.1,119.66,53.85,0,119.66,53.85,Email,Desktop
ORD0002349,CUST00426,PROD0054,Sports,2024-02-24,2024-02,1,142.4,0,142.4,71.2,0,142.4,71.2,Organic Search,Mobile
ORD0002350,CUST00427,PROD0018,Clothing,2023-05-02,2023-05,3,45.54,0,136.62,61.48,0,136.62,61.48,Referral,Mobile
ORD0002351,CUST00427,PROD0151,Clothing,2023-06-22,2023-06,1,30.88,0.1,27.79,12.23,0,27.79,12.23,Referral,Mobile
ORD0002352,CUST00427,PROD0128,Clothing,2023-02-19,2023-02,1,28.95,0,28.95,12.16,0,28.95,12.16,Referral,Mobile
ORD0002353,CUST00427,PROD0123,Clothing,2023-11-30,2023-11,1,40.48,0,40.48,10.52,0,40.48,10.52,Referral,Mobile
ORD0002354,CUST00427,PROD0188,Footwear,2023-11-30,2023-11,2,148.41,0,296.82,175.12,0,296.82,175.12,Referral,Mobile
ORD0002355,CUST00427,PROD0185,Footwear,2023-12-18,2023-12,2,196.58,0,393.16,200.51,0,393.16,200.51,Referral,Mobile
ORD0002356,CUST00427,PROD0153,Accessories,2023-04-04,2023-04,2,85.5,0.1,153.9,86.18,0,153.9,86.18,Referral,Mobile
ORD0002357,CUST00427,PROD0096,Sports,2023-01-29,2023-01,3,59.98,0,179.94,115.16,1,0.0,0.0,Referral,Mobile
ORD0002358,CUST00427,PROD0008,Footwear,2023-03-30,2023-03,3,151.56,0.1,409.21,249.62,0,409.21,249.62,Referral,Mobile
ORD0002359,CUST00427,PROD0008,Footwear,2022-12-16,2022-12,3,151.56,0,454.68,277.35,0,454.68,277.35,Referral,Mobile
ORD0002360,CUST00427,PROD0017,Home & Living,2023-07-06,2023-07,2,31.84,0,63.68,24.84,1,0.0,0.0,Referral,Mobile
ORD0002361,CUST00427,PROD0106,Footwear,2024-01-15,2024-01,2,188.1,0,376.2,161.77,1,0.0,0.0,Referral,Mobile
ORD0002362,CUST00427,PROD0160,Accessories,2022-08-02,2022-08,3,31.12,0,93.36,52.28,0,93.36,52.28,Referral,Mobile
ORD0002363,CUST00428,PROD0178,Clothing,2024-01-26,2024-01,3,60.67,0.1,163.81,65.52,0,163.81,65.52,Referral,Mobile
ORD0002364,CUST00428,PROD0068,Accessories,2023-09-24,2023-09,3,58.26,0,174.78,73.41,0,174.78,73.41,Referral,Mobile
ORD0002365,CUST00428,PROD0039,Beauty,2024-02-18,2024-02,3,69.16,0.1,186.73,104.57,0,186.73,104.57,Referral,Mobile
ORD0002366,CUST00428,PROD0124,Beauty,2023-11-18,2023-11,1,20.18,0,20.18,9.48,0,20.18,9.48,Referral,Mobile
ORD0002367,CUST00428,PROD0117,Accessories,2023-04-28,2023-04,3,65.2,0.1,176.04,51.05,0,176.04,51.05,Referral,Mobile
ORD0002368,CUST00428,PROD0083,Clothing,2023-11-22,2023-11,3,25.2,0.1,68.04,36.74,1,0.0,0.0,Referral,Mobile
ORD0002369,CUST00428,PROD0017,Home & Living,2024-01-09,2024-01,1,31.84,0,31.84,12.42,1,0.0,0.0,Referral,Mobile
ORD0002370,CUST00428,PROD0159,Beauty,2023-11-21,2023-11,2,20.79,0,41.58,12.89,0,41.58,12.89,Referral,Mobile
ORD0002371,CUST00429,PROD0161,Home & Living,2023-04-10,2023-04,3,33.22,0,99.66,58.8,0,99.66,58.8,Direct,Tablet
ORD0002372,CUST00430,PROD0069,Beauty,2023-02-10,2023-02,1,52.71,0,52.71,31.63,0,52.71,31.63,Referral,Desktop
ORD0002373,CUST00430,PROD0137,Home & Living,2024-03-22,2024-03,2,99.54,0,199.08,77.64,0,199.08,77.64,Referral,Desktop
ORD0002374,CUST00430,PROD0199,Sports,2023-10-11,2023-10,2,40.52,0,81.04,25.93,0,81.04,25.93,Referral,Desktop
ORD0002375,CUST00430,PROD0034,Clothing,2022-10-20,2022-10,1,108.12,0.1,97.31,38.92,0,97.31,38.92,Referral,Desktop
ORD0002376,CUST00430,PROD0097,Clothing,2024-02-12,2024-02,3,60.58,0.1,163.57,47.44,0,163.57,47.44,Referral,Desktop
ORD0002377,CUST00431,PROD0088,Accessories,2023-09-22,2023-09,3,42.05,0.1,113.53,42.01,0,113.53,42.01,Email,Mobile
ORD0002378,CUST00431,PROD0113,Home & Living,2022-08-22,2022-08,3,30.82,0,92.46,49.0,1,0.0,0.0,Email,Mobile
ORD0002379,CUST00431,PROD0120,Home & Living,2023-01-29,2023-01,2,118.52,0,237.04,73.48,0,237.04,73.48,Email,Mobile
ORD0002380,CUST00432,PROD0088,Accessories,2024-02-11,2024-02,2,42.05,0.1,75.69,28.01,0,75.69,28.01,Paid Social,Mobile
ORD0002381,CUST00432,PROD0058,Accessories,2023-07-08,2023-07,2,50.31,0,100.62,33.2,0,100.62,33.2,Paid Social,Mobile
ORD0002382,CUST00432,PROD0053,Footwear,2023-12-16,2023-12,2,46.14,0.05,87.67,49.1,1,0.0,0.0,Paid Social,Mobile
ORD0002383,CUST00432,PROD0048,Home & Living,2023-10-27,2023-10,1,96.14,0,96.14,60.57,0,96.14,60.57,Paid Social,Mobile
ORD0002384,CUST00432,PROD0029,Accessories,2024-01-01,2024-01,1,59.38,0.1,53.44,32.06,1,0.0,0.0,Paid Social,Mobile
ORD0002385,CUST00433,PROD0051,Footwear,2023-03-17,2023-03,3,119.28,0,357.84,203.97,0,357.84,203.97,Influencer,Mobile
ORD0002386,CUST00433,PROD0097,Clothing,2023-08-09,2023-08,2,60.58,0,121.16,35.14,0,121.16,35.14,Influencer,Mobile
ORD0002387,CUST00434,PROD0054,Sports,2023-05-06,2023-05,2,142.4,0,284.8,142.4,0,284.8,142.4,Paid Social,Tablet
ORD0002388,CUST00435,PROD0022,Sports,2024-03-26,2024-03,2,30.09,0,60.18,34.3,0,60.18,34.3,Direct,Mobile
ORD0002389,CUST00435,PROD0027,Footwear,2023-07-01,2023-07,2,147.27,0,294.54,164.94,1,0.0,0.0,Direct,Mobile
ORD0002390,CUST00435,PROD0012,Sports,2023-07-29,2023-07,2,146.79,0,293.58,105.69,1,0.0,0.0,Direct,Mobile
ORD0002391,CUST00435,PROD0108,Accessories,2023-12-15,2023-12,1,82.14,0,82.14,24.64,1,0.0,0.0,Direct,Mobile
ORD0002392,CUST00435,PROD0186,Home & Living,2023-10-12,2023-10,2,126.59,0,253.18,73.42,1,0.0,0.0,Direct,Mobile
ORD0002393,CUST00436,PROD0033,Sports,2023-07-17,2023-07,2,54.48,0,108.96,30.51,0,108.96,30.51,Influencer,Desktop
ORD0002394,CUST00436,PROD0106,Footwear,2023-06-14,2023-06,2,188.1,0,376.2,161.77,0,376.2,161.77,Influencer,Desktop
ORD0002395,CUST00437,PROD0048,Home & Living,2023-10-31,2023-10,2,96.14,0.05,182.67,115.08,0,182.67,115.08,Paid Social,Tablet
ORD0002396,CUST00437,PROD0073,Sports,2023-04-19,2023-04,1,66.61,0,66.61,23.98,0,66.61,23.98,Paid Social,Tablet
ORD0002397,CUST00438,PROD0126,Sports,2023-12-20,2023-12,3,92.2,0,276.6,177.02,0,276.6,177.02,Direct,Mobile
ORD0002398,CUST00438,PROD0130,Home & Living,2024-01-09,2024-01,2,126.57,0,253.14,146.82,0,253.14,146.82,Direct,Mobile
ORD0002399,CUST00438,PROD0150,Beauty,2023-12-14,2023-12,3,24.66,0,73.98,36.25,0,73.98,36.25,Direct,Mobile
ORD0002400,CUST00438,PROD0077,Footwear,2023-02-04,2023-02,1,66.48,0,66.48,29.92,0,66.48,29.92,Direct,Mobile
ORD0002401,CUST00438,PROD0146,Accessories,2023-10-20,2023-10,1,80.98,0,80.98,28.34,0,80.98,28.34,Direct,Mobile
ORD0002402,CUST00438,PROD0052,Clothing,2022-07-26,2022-07,3,61.19,0,183.57,53.24,0,183.57,53.24,Direct,Mobile
ORD0002403,CUST00439,PROD0165,Footwear,2022-07-14,2022-07,1,116.35,0,116.35,74.46,0,116.35,74.46,Organic Search,Desktop
ORD0002404,CUST00440,PROD0059,Sports,2022-07-15,2022-07,1,76.4,0.1,68.76,35.07,0,68.76,35.07,Email,Mobile
ORD0002405,CUST00440,PROD0041,Beauty,2022-10-14,2022-10,2,68.34,0.1,123.01,73.81,1,0.0,0.0,Email,Mobile
ORD0002406,CUST00440,PROD0106,Footwear,2023-04-30,2023-04,1,188.1,0.15,159.88,68.75,1,0.0,0.0,Email,Mobile
ORD0002407,CUST00440,PROD0103,Accessories,2023-03-23,2023-03,2,84.89,0.15,144.31,64.94,0,144.31,64.94,Email,Mobile
ORD0002408,CUST00440,PROD0005,Footwear,2022-11-15,2022-11,1,121.17,0.15,102.99,59.73,0,102.99,59.73,Email,Mobile
ORD0002409,CUST00441,PROD0015,Footwear,2023-04-13,2023-04,2,131.63,0.2,210.61,86.35,0,210.61,86.35,Email,Desktop
