customer_id,signup_date,acquisition_channel,segment,country,gender,age,device
CUST00377,2023-09-11,Referral,Mid-Range,Australia,Male,40,Mobile
CUST00378,2023-05-03,Paid Social,Premium,Australia,Female,35,Desktop
CUST00379,2022-07-10,Organic Search,Mid-Range,Germany,Female,49,Desktop
CUST00380,2023-04-10,Referral,Luxury,USA,Female,21,Mobile
CUST00381,2022-07-21,Organic Search,Budget,Canada,Non-binary,54,Desktop
CUST00382,2022-11-15,Organic Search,Budget,USA,Female,34,Desktop
CUST00383,2022-03-10,Email,Luxury,Canada,Male,52,Mobile
CUST00384,2023-03-26,Paid Social,Premium,Australia,Female,49,Mobile
CUST00385,2022-08-08,Influencer,Mid-Range,UK,Female,47,Tablet
CUST00386,2022-03-11,Paid Social,Luxury,Canada,Male,44,Mobile
CUST00387,2023-04-17,Email,Mid-Range,Canada,Non-binary,33,Desktop
CUST00388,2022-10-30,Paid Social,Mid-Range,France,Male,30,Mobile
CUST00389,2023-08-14,Email,Mid-Range,Germany,Female,58,Mobile
CUST00390,2022-06-09,Organic Search,Budget,France,Male,24,Desktop
CUST00391,2023-03-26,Email,Mid-Range,Australia,Male,54,Mobile
CUST00392,2023-03-02,Organic Search,Mid-Range,France,Male,40,Desktop
CUST00393,2023-05-21,Paid Social,Budget,Australia,Male,41,Mobile
CUST00394,2023-07-01,Organic Search,Mid-Range,Nigeria,Female,38,Desktop
CUST00395,2023-04-18,Influencer,Mid-Range,France,Male,20,Mobile
CUST00396,2023-06-05,Organic Search,Budget,Germany,Female,51,Mobile
CUST00397,2023-07-31,Referral,Luxury,UK,Non-binary,28,Desktop
CUST00398,2022-06-27,Email,Budget,Canada,Male,39,Desktop
CUST00399,2022-07-11,Organic Search,Mid-Range,Australia,Male,31,Tablet
CUST00400,2022-10-17,Organic Search,Mid-Range,Germany,Female,35,Desktop
CUST00401,2023-07-01,Paid Social,Budget,Australia,Female,37,Mobile
CUST00402,2022-03-04,Organic Search,Premium,Australia,Non-binary,31,Mobile
CUST00403,2022-11-04,Referral,Budget,Nigeria,Male,46,Mobile
CUST00404,2022-01-30,Direct,Budget,UAE,Female,41,Mobile
CUST00405,2022-02-14,Paid Social,Premium,Germany,Male,49,Mobile
CUST00406,2022-12-30,Organic Search,Premium,Germany,Male,29,Mobile
CUST00407,2022-02-13,Paid Social,Luxury,UK,Male,23,Desktop
CUST00408,2023-05-11,Paid Social,Mid-Range,USA,Male,36,Desktop
CUST00409,2022-06-13,Organic Search,Mid-Range,UK,Male,48,Mobile
CUST00410,2022-07-25,Organic Search,Budget,UAE,Female,32,Mobile
CUST00411,2023-08-20,Direct,Budget,UAE,Male,55,Mobile
CUST00412,2023-06-06,Paid Social,Mid-Range,UK,Male,19,Desktop
CUST00413,2023-05-24,Influencer,Budget,USA,Female,29,Desktop
CUST00414,2022-07-06,Paid Social,Budget,UAE,Male,40,Desktop
CUST00415,2023-02-08,Email,Mid-Range,Nigeria,Female,34,Desktop
CUST00416,2022-11-29,Direct,Premium,Germany,Female,29,Mobile
CUST00417,2022-11-12,Email,Premium,Australia,Non-binary,40,Mobile
CUST00418,2022-05-26,Paid Social,Budget,Canada,Female,59,Desktop
CUST00419,2023-04-07,Direct,Premium,UK,Female,21,Desktop
CUST00420,2023-06-25,Direct,Premium,USA,Male,18,Mobile
CUST00421,2023-03-26,Paid Social,Budget,Germany,Female,49,Mobile
CUST00422,2022-06-19,Referral,Premium,USA,Male,46,Desktop
CUST00423,2022-02-25,Direct,Budget,Australia,Female,58,Mobile
CUST00424,2022-05-31,Organic Search,Mid-Range,Nigeria,Female,65,Tablet
CUST00425,2022-05-06,Email,Luxury,UK,Non-binary,49,Desktop
CUST00426,2023-05-28,Organic Search,Budget,Canada,Female,57,Mobile
CUST00427,2022-07-16,Referral,Luxury,Germany,Male,40,Mobile
CUST00428,2023-04-26,Referral,Mid-Range,France,Female,60,Mobile
CUST00429,2023-01-02,Direct,Budget,Australia,Female,37,Tablet
CUST00430,2022-06-10,Referral,Mid-Range,France,Female,62,Desktop
CUST00431,2022-05-17,Email,Mid-Range,USA,Female,49,Mobile
CUST00432,2022-05-17,Paid Social,Mid-Range,Nigeria,Female,32,Mobile
CUST00433,2022-09-05,Influencer,Budget,Nigeria,Female,35,Mobile
CUST00434,2022-11-28,Paid Social,Budget,UK,Male,60,Tablet
CUST00435,2023-06-23,Direct,Budget,USA,Male,26,Mobile
CUST00436,2023-02-15,Influencer,Mid-Range,Germany,Male,52,Desktop
CUST00437,2022-01-05,Paid Social,Budget,Canada,Male,54,Tablet
CUST00438,2022-05-20,Direct,Budget,UK,Female,45,Mobile
CUST00439,2022-05-14,Organic Search,Budget,Germany,Female,24,Desktop
CUST00440,2022-04-22,Email,Budget,UAE,Female,38,Mobile
CUST00441,2022-09-13,Email,Budget,Canada,Male,62,Desktop
CUST00442,2022-08-10,Email,Budget,Canada,Male,48,Desktop
CUST00443,2023-08-13,Organic Search,Premium,UAE,Female,43,Desktop
CUST00444,2022-10-21,Email,Mid-Range,Germany,Male,26,Mobile
CUST00445,2022-12-24,Email,Budget,UAE,Female,52,Mobile
CUST00446,2022-02-01,Paid Social,Mid-Range,Nigeria,Male,40,Mobile
CUST00447,2023-02-06,Email,Budget,Canada,Female,63,Desktop
CUST00448,2023-09-29,Organic Search,Budget,UAE,Male,65,Mobile
CUST00449,2022-07-10,Direct,Budget,Canada,Female,18,Desktop
CUST00450,2022-09-08,Paid Social,Mid-Range,Canada,Female,54,Mobile
CUST00451,2022-07-22,Organic Search,Premium,USA,Female,29,Mobile
CUST00452,2022-06-28,Paid Social,Mid-Range,France,Male,51,Desktop
CUST00453,2023-06-15,Referral,Budget,UK,Female,32,Mobile
CUST00454,2023-02-16,Influencer,Premium,France,Female,36,Mobile
CUST00455,2022-08-08,Referral,Premium,UAE,Male,31,Desktop
CUST00456,2022-02-26,Paid Social,Premium,UAE,Male,31,Mobile
CUST00457,2022-05-28,Organic Search,Mid-Range,UAE,Male,19,Mobile
CUST00458,2022-08-12,Influencer,Premium,UAE,Female,45,Mobile
CUST00459,2023-06-21,Referral,Budget,USA,Male,51,Mobile
CUST00460,2022-06-29,Paid Social,Budget,Nigeria,Male,30,Desktop
CUST00461,2023-09-19,Organic Search,Luxury,USA,Female,60,Mobile
CUST00462,2022-10-16,Paid Social,Premium,Germany,Female,50,Mobile
CUST00463,2022-10-02,Direct,Mid-Range,Nigeria,Female,34,Mobile
CUST00464,2023-02-27,Direct,Luxury,Nigeria,Female,37,Mobile
CUST00465,2023-07-09,Paid Social,Premium,UK,Male,37,Desktop
CUST00466,2023-01-18,Paid Social,Luxury,USA,Female,26,Mobile
CUST00467,2023-04-15,Influencer,Budget,UK,Female,22,Mobile
CUST00468,2023-09-01,Organic Search,Premium,Germany,Female,38,Mobile
CUST00469,2023-04-11,Direct,Premium,UAE,Male,63,Desktop
CUST00470,2022-06-22,Direct,Budget,Nigeria,Female,41,Mobile
CUST00471,2022-03-23,Email,Premium,UK,Male,27,Mobile
CUST00472,2023-06-04,Influencer,Budget,Canada,Female,47,Mobile
CUST00473,2023-09-10,Referral,Budget,France,Female,51,Mobile
CUST00474,2022-03-18,Referral,Premium,Nigeria,Male,38,Mobile
CUST00475,2022-09-16,Organic Search,Premium,Nigeria,Male,52,Tablet
CUST00476,2022-08-01,Paid Social,Premium,Nigeria,Female,34,Mobile
CUST00477,2023-03-06,Paid Social,Mid-Range,UK,Male,37,Mobile
CUST00478,2023-08-01,Organic Search,Budget,Nigeria,Male,52,Mobile
CUST00479,2023-04-12,Influencer,Luxury,France,Male,27,Mobile
CUST00480,2022-07-04,Paid Social,Budget,UAE,Female,21,Mobile
CUST00481,2022-12-02,Organic Search,Mid-Range,France,Female,29,Desktop
CUST00482,2023-07-12,Influencer,Budget,Canada,Male,40,Desktop
CUST00483,2023-03-16,Organic Search,Luxury,UK,Female,62,Mobile
CUST00484,2022-09-26,Paid Social,Budget,UAE,Female,59,Desktop
CUST00485,2022-10-17,Paid Social,Mid-Range,UAE,Male,18,Desktop
CUST00486,2022-12-25,Organic Search,Budget,UAE,Male,18,Tablet
CUST00487,2023-01-03,Influencer,Premium,France,Female,42,Mobile
CUST00488,2023-09-15,Paid Social,Luxury,Canada,Female,25,Desktop
CUST00489,2023-07-26,Referral,Budget,USA,Non-binary,24,Mobile
CUST00490,2022-11-04,Organic Search,Premium,Nigeria,Female,26,Mobile
CUST00491,2022-06-14,Referral,Mid-Range,Canada,Male,32,Desktop
CUST00492,2023-08-25,Paid Social,Budget,UK,Female,35,Mobile
CUST00493,2023-05-20,Referral,Budget,Germany,Male,44,Tablet
CUST00494,2023-06-20,Direct,Budget,UAE,Male,29,Desktop
CUST00495,2023-03-28,Email,Mid-Range,UAE,Female,26,Mobile
CUST00496,2022-08-01,Email,Mid-Range,Germany,Female,48,Desktop
CUST00497,2022-12-10,Paid Social,Premium,UK,Male,22,Mobile
CUST00498,2022-06-19,Organic Search,Premium,Canada,Male,42,Mobile
CUST00499,2023-02-14,Paid Social,Mid-Range,Nigeria,Female,62,Desktop
CUST00500,2023-01-06,Paid Social,Budget,France,Female,56,Mobile
CUST00501,2023-08-22,Direct,Budget,Canada,Male,57,Mobile
CUST00502,2022-01-17,Email,Mid-Range,USA,Female,22,Desktop
CUST00503,2023-08-03,Direct,Premium,Canada,Male,63,Desktop
CUST00504,2022-08-11,Referral,Luxury,Nigeria,Female,40,Mobile
CUST00505,2022-01-14,Influencer,Budget,France,Male,55,Desktop
CUST00506,2023-03-08,Influencer,Mid-Range,Australia,Male,41,Mobile
CUST00507,2023-01-09,Email,Mid-Range,UK,Male,31,Mobile
CUST00508,2022-11-18,Referral,Mid-Range,France,Male,26,Mobile
CUST00509,2022-09-15,Direct,Mid-Range,Germany,Female,18,Mobile
CUST00510,2023-04-26,Email,Premium,Australia,Male,27,Mobile
CUST00511,2022-11-17,Paid Social,Premium,USA,Female,26,Mobile
CUST00512,2022-11-02,Direct,Premium,UK,Male,33,Tablet
CUST00513,2022-01-17,Email,Premium,USA,Female,30,Mobile
CUST00514,2022-06-21,Direct,Budget,Germany,Female,55,Mobile
CUST00515,2022-11-13,Referral,Mid-Range,Germany,Male,44,Mobile
CUST00516,2022-04-02,Email,Budget,UAE,Female,29,Mobile
CUST00517,2022-02-02,Email,Premium,Australia,Female,21,Mobile
CUST00518,2022-09-30,Paid Social,Mid-Range,Canada,Male,47,Mobile
CUST00519,2023-05-17,Paid Social,Budget,Germany,Male,50,Mobile
CUST00520,2022-09-28,Organic Search,Mid-Range,Nigeria,Male,29,Tablet
CUST00521,2023-03-19,Paid Social,Premium,UK,Female,44,Desktop
CUST00522,2023-01-02,Paid Social,Mid-Range,Germany,Male,52,Mobile
CUST00523,2022-06-19,Paid Social,Mid-Range,Canada,Female,48,Desktop
CUST00524,2022-08-04,Influencer,Budget,UAE,Non-binary,31,Desktop
CUST00525,2023-02-05,Paid Social,Budget,UK,Female,28,Desktop
CUST00526,2022-07-10,Email,Budget,Germany,Male,40,Mobile
CUST00527,2023-02-02,Organic Search,Premium,UAE,Female,23,Desktop
CUST00528,2022-03-29,Direct,Premium,UK,Female,62,Desktop
CUST00529,2023-08-14,Paid Social,Mid-Range,UAE,Male,60,Desktop
CUST00530,2023-01-01,Referral,Mid-Range,UK,Female,36,Desktop
CUST00531,2022-10-19,Direct,Mid-Range,Canada,Female,51,Desktop
CUST00532,2023-08-24,Paid Social,Luxury,Australia,Female,46,Mobile
CUST00533,2022-12-26,Influencer,Premium,France,Male,21,Desktop
CUST00534,2022-04-08,Paid Social,Mid-Range,Canada,Female,58,Mobile
CUST00535,2022-03-14,Influencer,Premium,UAE,Male,53,Mobile
CUST00536,2023-07-11,Referral,Luxury,France,Female,41,Mobile
CUST00537,2023-04-05,Email,Premium,Canada,Female,61,Mobile
CUST00538,2022-03-31,Paid Social,Premium,USA,Female,21,Mobile
CUST00539,2022-08-27,Paid Social,Premium,UAE,Female,60,Tablet
CUST00540,2023-08-15,Paid Social,Budget,Germany,Male,50,Mobile
CUST00541,2022-03-13,Direct,Mid-Range,Canada,Male,31,Desktop
CUST00542,2022-03-02,Referral,Mid-Range,Nigeria,Female,49,Mobile
CUST00543,2023-05-12,Paid Social,Mid-Range,UAE,Male,33,Mobile
CUST00544,2023-02-26,Paid Social,Budget,UK,Male,56,Mobile
CUST00545,2023-05-31,Organic Search,Budget,Canada,Male,58,Mobile
CUST00546,2023-02-07,Organic Search,Premium,France,Female,58,Desktop
CUST00547,2022-09-28,Referral,Budget,Australia,Male,35,Mobile
CUST00548,2022-04-01,Paid Social,Mid-Range,USA,Male,20,Tablet
CUST00549,2022-06-11,Email,Budget,Australia,Male,20,Mobile
CUST00550,2022-02-03,Paid Social,Premium,Australia,Male,34,Desktop
CUST00551,2022-02-23,Referral,Budget,France,Female,21,Mobile
CUST00552,2022-05-22,Paid Social,Premium,Canada,Male,36,Mobile
CUST00553,2023-08-01,Paid Social,Premium,USA,Female,21,Desktop
CUST00554,2022-01-21,Paid Social,Budget,Germany,Male,46,Mobile
CUST00555,2023-03-29,Direct,Budget,Australia,Male,32,Desktop
CUST00556,2023-04-28,Paid Social,Budget,France,Female,35,Mobile
CUST00557,2023-03-26,Paid Social,Budget,Nigeria,Male,25,Mobile
CUST00558,2022-07-15,Referral,Luxury,Australia,Male,35,Desktop
CUST00559,2022-12-20,Paid Social,Mid-Range,Nigeria,Female,53,Desktop
CUST00560,2022-06-06,Direct,Premium,UK,Male,34,Mobile
CUST00561,2023-04-25,Organic Search,Mid-Range,UK,Female,51,Desktop
CUST00562,2023-07-06,Organic Search,Luxury,Australia,Female,31,Desktop
CUST00563,2022-02-25,Organic Search,Mid-Range,UK,Female,24,Mobile
CUST00564,2022-06-12,Paid Social,Premium,Germany,Female,61,Mobile
CUST00565,2023-06-04,Influencer,Budget,Australia,Male,23,Desktop
CUST00566,2022-09-04,Organic Search,Premium,USA,Female,19,Mobile
CUST00567,2023-09-14,Organic Search,Premium,Canada,Female,48,Mobile
CUST00568,2023-02-04,Email,Mid-Range,UAE,Female,44,Desktop
CUST00569,2022-02-20,Referral,Budget,USA,Male,26,Mobile
CUST00570,2022-09-19,Organic Search,Mid-Range,UK,Female,55,Tablet
CUST00571,2022-11-28,Organic Search,Budget,UK,Female,39,Mobile
CUST00572,2022-10-30,Organic Search,Mid-Range,UAE,Female,49,Mobile
CUST00573,2023-05-13,Email,Mid-Range,UAE,Female,40,Desktop
CUST00574,2022-02-27,Email,Premium,Nigeria,Female,31,Tablet
CUST00575,2023-03-05,Referral,Mid-Range,Nigeria,Female,52,Desktop
CUST00576,2023-05-10,Influencer,Luxury,France,Male,54,Mobile
CUST00577,2022-05-08,Email,Premium,USA,Male,65,Desktop
CUST00578,2022-02-18,Email,Luxury,France,Female,60,Desktop
CUST00579,2022-09-23,Direct,Budget,Australia,Male,23,Desktop
CUST00580,2022-03-15,Paid Social,Mid-Range,USA,Male,45,Desktop
CUST00581,2023-03-28,Email,Premium,France,Male,22,Mobile
CUST00582,2022-08-27,Organic Search,Budget,Australia,Male,65,Mobile
CUST00583,2022-12-13,Influencer,Mid-Range,Canada,Female,42,Tablet
CUST00584,2023-04-01,Email,Budget,Canada,Female,23,Desktop
CUST00585,2022-09-25,Referral,Budget,UAE,Male,32,Desktop
CUST00586,2023-07-08,Paid Social,Budget,UK,Female,44,Desktop
CUST00587,2023-01-31,Organic Search,Premium,USA,Male,31,Desktop
CUST00588,2022-05-28,Paid Social,Mid-Range,Germany,Female,31,Tablet
CUST00589,2023-07-28,Paid Social,Budget,UAE,Male,31,Desktop
CUST00590,2023-09-22,Email,Budget,Australia,Non-binary,61,Desktop
CUST00591,2022-02-12,Email,Mid-Range,USA,Male,47,Mobile
CUST00592,2022-10-09,Paid Social,Premium,UK,Male,22,Mobile
CUST00593,2022-03-25,Paid Social,Luxury,Canada,Female,25,Mobile
CUST00594,2023-07-02,Organic Search,Budget,Nigeria,Female,28,Mobile
CUST00595,2022-02-18,Direct,Budget,France,Male,61,Desktop
CUST00596,2022-05-12,Email,Mid-Range,USA,Female,50,Mobile
CUST00597,2023-05-14,Paid Social,Mid-Range,Canada,Female,18,Desktop
CUST00598,2023-02-19,Influencer,Mid-Range,USA,Female,43,Desktop
CUST00599,2023-01-03,Referral,Mid-Range,UK,Female,20,Tablet
CUST00600,2022-01-19,Email,Budget,UAE,Male,63,Tablet
CUST00601,2022-07-04,Paid Social,Mid-Range,UK,Male,48,Mobile
CUST00602,2023-08-04,Paid Social,Budget,France,Male,54,Mobile
CUST00603,2022-11-29,Email,Budget,France,Male,49,Desktop
CUST00604,2022-08-23,Direct,Mid-Range,Canada,Male,44,Mobile
CUST00605,2022-05-11,Paid Social,Budget,UK,Non-binary,38,Tablet
CUST00606,2022-07-05,Organic Search,Premium,USA,Female,55,Mobile
CUST00607,2023-02-13,Paid Social,Luxury,USA,Male,49,Tablet
CUST00608,2022-01-01,Email,Budget,USA,Female,47,Mobile
CUST00609,2022-07-29,Organic Search,Budget,France,Male,45,Desktop
CUST00610,2023-06-04,Paid Social,Budget,Nigeria,Female,42,Desktop
CUST00611,2022-08-14,Paid Social,Mid-Range,France,Female,47,Mobile
CUST00612,2022-10-27,Paid Social,Mid-Range,Germany,Male,61,Tablet
CUST00613,2023-05-08,Paid Social,Budget,Germany,Female,46,Mobile
CUST00614,2022-12-21,Paid Social,Premium,Australia,Male,23,Mobile
CUST00615,2022-11-24,Direct,Mid-Range,France,Female,25,Mobile
CUST00616,2023-03-06,Referral,Premium,Canada,Male,40,Mobile
CUST00617,2022-09-10,Organic Search,Budget,France,Female,22,Desktop
CUST00618,2023-06-14,Influencer,Mid-Range,Australia,Male,50,Desktop
CUST00619,2022-06-28,Organic Search,Budget,France,Male,45,Mobile
CUST00620,2022-06-02,Paid Social,Premium,UAE,Female,40,Mobile
CUST00621,2022-05-02,Email,Premium,Australia,Male,28,Mobile
CUST00622,2023-03-15,Direct,Mid-Range,UAE,Male,54,Mobile
CUST00623,2022-09-09,Direct,Budget,UK,Male,35,Desktop
CUST00624,2023-06-04,Organic Search,Budget,Australia,Female,32,Desktop
CUST00625,2023-03-05,Paid Social,Budget,Australia,Male,19,Mobile
CUST00626,2022-09-22,Organic Search,Premium,Nigeria,Female,21,Mobile
CUST00627,2023-06-09,Email,Luxury,Australia,Non-binary,51,Tablet
CUST00628,2022-11-11,Direct,Budget,France,Female,20,Mobile
CUST00629,2022-02-09,Direct,Premium,UAE,Female,28,Desktop
CUST00630,2022-11-15,Paid Social,Luxury,Australia,Female,40,Tablet
CUST00631,2023-02-07,Paid Social,Budget,France,Male,55,Desktop
CUST00632,2023-02-12,Paid Social,Premium,Germany,Female,36,Mobile
CUST00633,2023-05-24,Influencer,Premium,Canada,Female,53,Mobile
CUST00634,2022-05-28,Direct,Budget,Canada,Male,30,Mobile
CUST00635,2022-04-09,Referral,Premium,Germany,Male,18,Mobile
CUST00636,2023-08-03,Organic Search,Premium,Germany,Male,45,Mobile
CUST00637,2023-04-12,Email,Mid-Range,Nigeria,Non-binary,37,Mobile
CUST00638,2022-03-31,Influencer,Mid-Range,UAE,Female,25,Mobile
CUST00639,2022-04-16,Organic Search,Budget,Australia,Non-binary,59,Mobile
CUST00640,2022-12-09,Organic Search,Premium,UAE,Male,18,Desktop
CUST00641,2022-08-26,Email,Mid-Range,USA,Male,31,Desktop
CUST00642,2022-01-04,Email,Mid-Range,Canada,Male,48,Mobile
CUST00643,2022-06-25,Referral,Mid-Range,USA,Non-binary,47,Desktop
CUST00644,2022-08-31,Influencer,Premium,UAE,Male,23,Desktop
CUST00645,2023-03-05,Influencer,Mid-Range,UAE,Female,32,Mobile
CUST00646,2022-12-24,Referral,Budget,UAE,Male,24,Mobile
CUST00647,2023-05-20,Direct,Premium,UAE,Female,30,Mobile
CUST00648,2022-07-07,Paid Social,Mid-Range,Australia,Male,61,Mobile
CUST00649,2022-01-17,Referral,Premium,UAE,Female,35,Desktop
CUST00650,2023-03-02,Direct,Budget,Nigeria,Female,65,Tablet
CUST00651,2023-06-10,Paid Social,Mid-Range,Canada,Female,35,Mobile
CUST00652,2022-12-10,Email,Mid-Range,Nigeria,Male,29,Mobile
CUST00653,2023-05-29,Direct,Luxury,USA,Male,62,Mobile
CUST00654,2022-08-14,Email,Premium,France,Male,29,Mobile
CUST00655,2022-12-17,Referral,Premium,France,Male,61,Mobile
CUST00656,2023-06-09,Paid Social,Mid-Range,UK,Male,35,Desktop
CUST00657,2022-04-15,Paid Social,Premium,Canada,Male,33,Desktop
CUST00658,2023-06-18,Organic Search,Premium,UK,Male,38,Desktop
CUST00659,2022-11-06,Paid Social,Budget,UAE,Female,37,Mobile
CUST00660,2022-11-19,Email,Budget,USA,Male,25,Desktop
CUST00661,2022-12-02,Direct,Budget,USA,Male,18,Desktop
CUST00662,2023-01-06,Referral,Budget,UK,Male,54,Mobile
CUST00663,2023-06-03,Direct,Mid-Range,Australia,Female,40,Desktop
CUST00664,2022-06-11,Organic Search,Premium,UAE,Female,38,Mobile
CUST00665,2023-03-22,Referral,Premium,Nigeria,Female,54,Desktop
CUST00666,2022-08-12,Paid Social,Mid-Range,Germany,Male,46,Desktop
CUST00667,2023-08-11,Influencer,Premium,France,Female,37,Desktop
CUST00668,2022-05-16,Email,Premium,Germany,Male,49,Mobile
CUST00669,2022-11-18,Paid Social,Budget,UAE,Male,54,Mobile
CUST00670,2023-08-14,Paid Social,Mid-Range,Australia,Male,32,Desktop
CUST00671,2023-07-30,Organic Search,Mid-Range,Australia,Female,37,Desktop
CUST00672,2023-09-03,Direct,Mid-Range,UAE,Female,56,Mobile
CUST00673,2022-05-29,Referral,Budget,Nigeria,Male,36,Desktop
CUST00674,2022-02-23,Email,Premium,Germany,Female,61,Mobile
CUST00675,2022-04-23,Organic Search,Mid-Range,Nigeria,Female,28,Mobile
CUST00676,2022-06-11,Paid Social,Budget,USA,Female,54,Mobile
CUST00677,2022-08-23,Organic Search,Mid-Range,USA,Female,55,Tablet
CUST00678,2022-07-07,Email,Budget,France,Non-binary,26,Desktop
CUST00679,2023-05-23,Direct,Mid-Range,Canada,Female,63,Mobile
CUST00680,2023-05-02,Paid Social,Budget,Nigeria,Non-binary,46,Desktop
CUST00681,2022-07-11,Direct,Budget,USA,Male,55,Mobile
CUST00682,2022-07-05,Organic Search,Mid-Range,Australia,Male,25,Mobile
CUST00683,2022-05-21,Referral,Premium,UAE,Female,54,Tablet
CUST00684,2022-08-01,Paid Social,Mid-Range,Germany,Male,58,Tablet
CUST00685,2022-01-05,Influencer,Mid-Range,Germany,Female,64,Desktop
CUST00686,2023-05-31,Paid Social,Mid-Range,France,Female,45,Mobile
CUST00687,2022-04-09,Organic Search,Mid-Range,UK,Female,34,Mobile
CUST00688,2023-07-07,Referral,Budget,USA,Male,63,Desktop
CUST00689,2022-10-18,Referral,Budget,France,Male,20,Desktop
CUST00690,2022-06-13,Email,Mid-Range,France,Male,28,Mobile
CUST00691,2023-02-20,Email,Budget,UK,Male,30,Desktop
CUST00692,2023-09-15,Organic Search,Mid-Range,UAE,Male,61,Mobile
CUST00693,2022-03-01,Email,Budget,UK,Female,60,Mobile
CUST00694,2022-07-07,Organic Search,Mid-Range,Canada,Non-binary,46,Mobile
CUST00695,2023-04-13,Referral,Mid-Range,USA,Male,28,Desktop
CUST00696,2023-04-12,Email,Mid-Range,UK,Female,33,Tablet
CUST00697,2022-02-16,Referral,Budget,Germany,Female,45,Mobile
CUST00698,2023-02-06,Direct,Premium,USA,Female,43,Desktop
CUST00699,2023-06-15,Paid Social,Premium,UK,Male,51,Tablet
CUST00700,2022-12-24,Organic Search,Budget,Canada,Female,19,Mobile
CUST00701,2022-11-19,Organic Search,Luxury,Nigeria,Female,42,Mobile
CUST00702,2023-02-06,Paid Social,Mid-Range,UAE,Female,29,Desktop
CUST00703,2023-03-08,Email,Mid-Range,France,Female,47,Tablet
CUST00704,2022-10-21,Paid Social,Mid-Range,USA,Female,47,Desktop
CUST00705,2022-06-22,Email,Mid-Range,USA,Non-binary,30,Desktop
CUST00706,2022-01-11,Paid Social,Mid-Range,Canada,Female,60,Mobile
CUST00707,2022-11-03,Organic Search,Mid-Range,Canada,Female,63,Mobile
CUST00708,2022-03-10,Direct,Budget,France,Female,26,Desktop
CUST00709,2022-10-08,Paid Social,Mid-Range,Australia,Female,37,Mobile
CUST00710,2022-06-12,Email,Mid-Range,Australia,Female,57,Desktop
CUST00711,2023-09-17,Email,Budget,USA,Male,47,Mobile
CUST00712,2023-01-18,Influencer,Mid-Range,France,Male,25,Mobile
CUST00713,2022-05-08,Email,Premium,USA,Female,61,Desktop
CUST00714,2022-03-01,Organic Search,Premium,Nigeria,Female,26,Mobile
CUST00715,2022-04-05,Paid Social,Premium,Australia,Male,33,Desktop
CUST00716,2023-06-03,Organic Search,Mid-Range,UK,Male,53,Desktop
CUST00717,2022-07-20,Email,Premium,Australia,Male,21,Mobile
CUST00718,2023-04-15,Paid Social,Premium,UK,Female,29,Tablet
CUST00719,2022-07-28,Paid Social,Premium,Nigeria,Female,47,Mobile
CUST00720,2022-12-02,Organic Search,Mid-Range,USA,Male,42,Desktop
CUST00721,2023-02-19,Organic Search,Mid-Range,USA,Male,62,Mobile
CUST00722,2023-02-25,Paid Social,Mid-Range,Nigeria,Male,23,Mobile
CUST00723,2022-12-24,Organic Search,Mid-Range,UK,Female,23,Desktop
CUST00724,2022-12-03,Referral,Premium,USA,Male,33,Desktop
CUST00725,2022-08-10,Paid Social,Mid-Range,Australia,Male,22,Desktop
CUST00726,2023-01-29,Email,Budget,USA,Male,62,Mobile
CUST00727,2022-09-14,Organic Search,Mid-Range,UK,Female,35,Mobile
CUST00728,2022-06-09,Referral,Premium,Germany,Female,20,Desktop
CUST00729,2023-07-03,Organic Search,Luxury,USA,Female,18,Mobile
CUST00730,2022-08-03,Paid Social,Budget,Australia,Male,29,Mobile
CUST00731,2023-06-09,Paid Social,Premium,Nigeria,Female,64,Mobile
CUST00732,2023-06-17,Organic Search,Mid-Range,UAE,Female,25,Mobile
CUST00733,2022-09-16,Influencer,Premium,Nigeria,Male,32,Tablet
CUST00734,2022-06-03,Paid Social,Premium,UAE,Female,26,Mobile
CUST00735,2022-10-21,Organic Search,Mid-Range,USA,Female,22,Desktop
CUST00736,2022-05-21,Direct,Mid-Range,Australia,Male,24,Mobile
CUST00737,2022-05-19,Email,Budget,Australia,Female,49,Desktop
CUST00738,2022-03-25,Paid Social,Mid-Range,Germany,Male,46,Mobile
CUST00739,2022-03-18,Paid Social,Mid-Range,UAE,Male,54,Mobile
CUST00740,2022-11-20,Email,Premium,Germany,Male,44,Mobile
CUST00741,2022-01-13,Paid Social,Budget,UAE,Female,59,Mobile
CUST00742,2022-07-15,Paid Social,Premium,France,Male,46,Mobile
CUST00743,2023-03-05,Paid Social,Premium,UAE,Female,37,Desktop
CUST00744,2022-01-28,Referral,Mid-Range,Nigeria,Male,33,Mobile
CUST00745,2022-05-01,Paid Social,Budget,UK,Female,46,Mobile
CUST00746,2022-03-16,Direct,Premium,Canada,Male,20,Mobile
CUST00747,2022-05-11,Email,Mid-Range,France,Non-binary,46,Desktop
CUST00748,2023-01-23,Referral,Budget,UAE,Male,20,Desktop
CUST00749,2023-03-08,Paid Social,Mid-Range,Australia,Male,59,Desktop
CUST00750,2022-10-17,Referral,Mid-Range,Nigeria,Female,52,Mobile
CUST00751,2023-08-13,Paid Social,Luxury,Australia,Non-binary,26,Mobile
CUST00752,2023-06-04,Influencer,Premium,Germany,Male,28,Desktop
CUST00753,2023-03-16,Organic Search,Premium,Germany,Female,48,Mobile
CUST00754,2022-04-16,Paid Social,Budget,UK,Female,52,Mobile
